Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Gregory Hofmann       MAN   LW   C    27   6'0     200     73   68   100  72   58   62   57   55   66   64   73   79   67   57   54   66   73   64   59   67
Damien Riat           Juni  LW   RW   23   6'0     172     75   60   90   47   49   52   54   53   48   54   30   75   55   56   48   34   79   49   51   56
Gilian Kohler         Draf  LW   RW   20   5'11    161     52   63   95   53   55   51   53   45   40   51   51   71   52   51   39   44   74   53   46   54
Frantz Ballweber      Juni  LW   C    19   6'1     184     62   75   101  48   60   46   42   37   35   45   62   87   32   41   45   17   81   51   38   54
Anselm Stangassinger  Draf  LW   C    17   5'11    194     52   42   101  35   33   47   18   25   20   44   51   57   28   35   23   12   53   38   21   40
Leonardo Genoni       UFA   G    -    32   5'11    190     73   71   90   72   74   72   74   72   72   74   51   76   71   62   62   36   77   72   72   71
Joren Van Pottelberg  GRD   G    -    23   6'3     187     70   72   95   70   71   71   71   70   72   70   56   75   45   48   70   35   82   70   71   68
Manfred Rzehak        Juni  G    -    19   6'0     197     68   67   95   66   66   62   64   64   62   68   61   79   42   69   58   14   70   64   63   66
Ari Rzehak            BNG   G    -    20   6'2     209     68   64   88   68   63   64   50   62   53   67   67   88   31   54   56   21   61   65   55   62
Thibault Fatton       Juni  G    -    18   5'11    143     73   70   99   57   57   54   50   44   40   58   57   82   25   52   53   15   66   56   44   58
Gilles Senn           UFA   G    -    24   6'5     191     54   70   95   55   56   55   56   55   54   55   49   74   49   46   55   32   75   55   55   58
Reto Berra            UFA   G    -    33   6'4     210     73   72   90   58   54   66   55   54   62   58   42   46   53   35   48   31   75   59   57   57
Roman Josi            NAS   D    -    30   6'1     201     88   82   90   78   80   82   82   81   75   85   88   80   64   79   84   43   79   80   79   81
Mirco Müller          CHI   D    -    25   6'3     210     75   71   120  54   53   67   75   75   76   75   75   82   76   66   76   68   80   58   75   74
Dean Kukan            UFA   D    -    26   6'2     186     75   72   120  69   64   69   68   74   72   77   74   85   61   55   72   52   79   67   71   73
Romain Loeffel        CBS   D    -    29   5'10    181     78   68   90   71   72   73   78   78   64   73   78   75   50   59   70   38   75   72   73   71
Yannick Weber         UFA   D    -    31   5'11    200     78   69   100  61   57   68   76   72   69   77   65   79   51   59   69   34   83   62   72   70
Yannick Rathgeb       LHV   D    -    24   6'1     194     78   68   90   54   54   67   69   77   70   78   78   65   76   60   78   76   75   58   72   70
Luca Sbisa            UFA   D    -    30   6'2     198     77   69   120  46   46   44   74   77   78   79   75   75   52   61   72   49   45   45   76   69
Jonas Siegenthaler    HER   D    -    23   6'3     206     75   74   100  53   52   52   75   74   74   75   72   70   75   54   71   65   85   52   74   69
Mark Streit           Reti  D    -    42   5'11    191     78   68   85   64   65   70   65   68   59   64   78   85   48   74   55   33   72   66   64   68
Tobias Geisser        HER   D    C    21   6'4     200     71   72   120  49   48   50   66   59   71   62   73   88   71   49   64   55   72   49   65   67
Tim Ramholt           UFA   D    -    35   6'1     194     77   72   120  37   42   49   73   70   76   78   79   61   49   65   65   41   83   42   73   67
Nico Gross            SDG   D    -    20   6'1     183     68   93   100  55   67   52   67   59   62   64   66   65   61   48   40   41   78   58   62   64
Lukas Rubin           Juni  D    -    19   6'1     196     81   83   90   53   50   61   63   69   58   57   71   80   54   47   45   49   75   54   63   64
Sascha Huber          Juni  D    -    18   6'2     191     88   78   90   57   58   59   66   63   58   58   51   82   58   48   45   54   76   58   62   63
Noah Delemont         Juni  D    -    18   6'1     170     77   75   92   53   49   54   64   60   61   57   60   77   44   50   72   74   82   52   61   63
Phil Baltisberger     IOW   D    -    24   6'1     202     71   70   120  42   51   49   58   64   64   71   53   68   55   52   48   53   79   47   62   62
Simon Le Coultre      Draf  D    -    20   5'11    166     68   71   100  49   52   60   53   59   46   57   63   68   57   52   39   32   77   53   52   59
Simon Kindschi        UFA   D    -    24   6'3     216     71   71   120  38   39   50   54   54   51   57   41   79   54   51   48   28   77   42   53   58
Veit Walter           Draf  D    -    19   6'6     237     67   44   73   41   32   32   67   59   67   64   63   87   38   57   52   42   58   35   64   56
Franz Quint           Draf  D    -    18   6'4     213     57   91   83   39   24   31   56   55   63   55   57   60   40   56   51   56   90   31   58   54
Veit Pfeffer          Draf  D    -    17   6'3     213     56   55   100  24   29   33   65   64   55   57   53   60   37   51   61   42   64   28   61   53
Noah Rod              SJB   C    RW   24   6'0     195     75   68   90   67   70   70   70   70   67   75   68   82   74   59   72   75   84   69   69   71
Denis Malgin          MAN   C    RW   23   5'9     177     77   37   90   71   76   77   70   75   54   77   77   76   77   61   69   76   78   74   66   70
Philipp Kurashev      STO   C    LW   20   6'0     191     71   67   90   67   67   71   61   69   58   69   69   83   69   48   72   70   73   68   62   68
Calvin Thürkauf       CLE   C    LW   23   6'2     212     75   68   95   53   54   76   55   69   74   75   58   74   76   55   75   75   70   61   66   68
Vincent Praplan       HER   C    LW   26   6'0     190     76   68   90   58   66   64   73   58   70   63   60   89   65   55   55   77   71   62   67   67
Stefan Meissnitzer    Juni  C    RW   18   6'1     178     63   64   91   62   63   62   56   60   55   61   65   86   63   66   59   17   72   62   57   65
Theo Rochette         Juni  C    RW   18   5'10    160     82   71   78   59   60   56   46   54   46   57   51   75   53   50   75   42   80   58   48   60
Valentin Nussbaumer   Juni  C    LW   19   5'10    167     76   64   90   55   61   56   47   52   32   60   51   84   63   49   35   29   75   57   43   58
Pius Suter            UFA   C    LW   24   5'11    170     71   46   110  60   54   55   50   50   42   52   65   78   56   50   43   33   84   56   47   58
Dominik Diem          Draf  C    LW   23   5'10    165     76   45   110  48   52   53   39   45   38   46   36   88   50   45   40   36   72   51   40   54
Helmut Rettenwender   Draf  C    -    19   6'1     184     63   10   87   56   58   56   34   32   30   55   59   72   61   56   46   12   66   56   32   51
Kurt Thaler           Draf  C    RW   18   6'1     179     54   66   82   43   53   47   40   37   43   38   53   37   55   60   45   37   78   47   40   50
