Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Artemi Panarin        CBS   LW   RW   29   5'11    170     53   50   120  83   80   83   69   75   60   83   61   80   74   68   73   35   70   82   68   74
Valeri Nichushkin     NJD   LW   RW   25   6'4     205     54   50   120  77   75   77   72   75   67   77   78   75   78   60   74   64   79   76   71   73
Roman Lyubimov        UFA   LW   C    28   6'2     207     55   50   120  73   68   75   75   75   69   76   84   84   65   61   74   52   71   72   73   73
Nikolai Goldobin      MIN   LW   RW   25   5'11    185     58   50   120  79   78   78   72   77   55   79   78   88   68   57   60   73   79   78   68   73
Ivan Barbashev        UFA   LW   C    25   6'0     180     55   50   120  73   73   73   75   73   66   75   81   77   73   61   77   75   73   73   71   73
Nikolai Prokhorkin    RFA   LW   C    27   6'3     190     58   50   120  76   75   78   69   77   67   78   70   70   74   57   67   76   79   76   71   72
Nail Yakupov          OTT   LW   RW   27   5'11    195     56   50   120  77   75   76   59   71   57   78   79   77   76   64   68   77   79   76   62   72
Ivan Telegin          UFA   LW   C    28   6'2     195     55   50   120  69   69   73   75   75   64   74   77   82   68   61   75   63   85   70   71   72
Vitali Abramov        CBS   LW   RW   22   5'9     171     57   50   120  66   80   60   71   77   62   75   74   73   79   54   71   86   70   68   70   71
Nikolai Kulemin       UFA   LW   C    34   6'1     225     55   50   120  70   67   73   75   75   70   75   73   82   63   55   75   34   84   70   73   71
Nikita Filatov        DAL   LW   RW   30   6'0     190     58   50   120  78   72   78   65   75   64   78   68   75   59   54   67   36   73   76   68   70
Mikhail Grigorenko    UFA   LW   C    26   6'3     209     56   50   120  62   76   60   55   68   76   74   60   90   65   63   76   75   79   66   66   70
Klim Kostin           RFA   LW   C    21   6'3     212     54   50   120  76   75   74   72   72   68   74   71   65   73   57   62   73   70   75   70   70
Denis Parshin         UFA   LW   C    34   5'10    165     58   50   120  72   72   78   63   63   55   78   79   78   59   59   53   26   73   74   60   69
Anton Burdasov        UFA   LW   RW   29   6'3     202     56   50   120  73   65   76   68   71   62   75   73   72   55   58   75   37   84   71   67   69
Sergei Shirokov       UFA   LW   RW   34   5'10    195     58   50   120  75   74   77   65   63   56   78   46   78   58   62   62   22   76   75   61   68
Sergei Plotnikov      UFA   LW   RW   30   6'2     205     54   50   120  60   58   63   71   71   71   65   77   68   57   64   74   34   79   60   71   68
Dmitri Sokolov        IOW   LW   C    22   5'11    221     51   50   120  70   69   73   68   68   49   73   73   80   69   47   63   72   78   70   61   68
Dmitri Kagarlitsky    UFA   LW   C    31   5'9     163     52   50   120  68   74   75   61   62   55   75   70   86   54   63   57   32   65   72   59   68
Sergei Tolchinsky     UFA   LW   RW   25   5'8     170     56   50   120  58   61   64   58   62   53   77   77   83   66   62   58   67   82   61   57   67
Roman Badanin         CHA   LW   -    20   5'11    165     53   50   120  71   67   74   66   70   50   68   75   81   53   64   56   40   89   70   62   67
Grigori Denisenko     HAR   LW   RW   20   5'11    165     52   50   120  70   71   76   51   54   57   77   75   91   76   50   43   57   75   72   54   67
Radel Fazleyev        UFA   LW   C    25   6'1     176     52   50   120  50   58   62   56   56   62   71   74   85   71   53   74   72   76   56   58   66
Maxim Rasseikin       LAV   LW   C    22   6'1     180     51   50   120  55   68   53   55   68   64   76   54   88   71   56   61   71   77   58   62   66
Iakov Trenin          MIL   LW   C    24   6'2     201     56   50   120  53   54   67   57   68   75   70   55   78   63   55   77   77   73   58   66   66
Alexander Volkov      WIL   LW   RW   23   6'1     191     55   50   120  51   52   71   58   57   68   74   66   75   73   50   71   76   72   58   61   66
Vladimir Tkachev      SYR   LW   RW   25   5'10    146     56   50   120  65   57   76   48   70   40   76   60   76   69   50   76   77   84   66   52   65
Mikhail Maltsev       UTI   LW   RW   22   6'3     198     55   50   120  72   54   62   58   53   69   75   58   79   75   49   60   75   76   62   60   65
Bogdan Yakimov        UFA   LW   C    26   6'5     232     55   50   120  53   67   63   57   74   52   65   43   84   67   55   75   77   79   61   61   65
Kirill Pilipenko      HER   LW   RW   24   5'11    183     56   50   120  61   76   52   57   58   54   76   58   88   75   48   45   75   77   63   56   64
Vladislav Kotkov      COE   LW   RW   21   6'4     202     54   50   120  57   55   61   68   57   58   63   56   81   71   49   51   57   70   57   61   63
Kirill Voronin        BAK   LW   RW   27   5'10    163     53   50   120  64   60   58   55   55   51   58   67   78   73   56   48   52   79   60   53   63
Igor Sokolov          HER   LW   RW   20   6'3     224     54   50   120  53   52   64   62   65   70   71   59   71   63   50   48   62   74   56   65   63
Denis Miller          SPR   LW   RW   21   5'10    174     53   50   120  62   75   69   62   64   51   64   58   80   61   48   40   61   71   68   59   63
Danil Tarasov         UFA   LW   RW   29   6'0     185     53   50   120  66   58   64   54   55   48   69   85   75   52   54   54   27   76   62   52   63
Yaroslav Kosov        UFA   LW   RW   27   6'3     220     59   50   120  50   49   63   54   51   58   58   67   72   68   52   63   69   78   54   54   62
Yaroslav Alexeev      SJB   LW   RW   22   5'9     158     53   50   120  75   57   52   53   53   52   66   57   89   75   48   40   54   70   61   52   62
Vladimir Bobylyov     BRG   LW   RW   23   6'2     202     54   50   120  52   51   66   58   58   51   58   58   75   63   51   74   76   78   56   55   62
Viacheslav Osnovin    BAK   LW   C    26   6'0     187     52   50   120  52   52   61   55   61   66   65   62   78   65   49   44   74   81   55   60   62
Maxim Ovinko          SJB   LW   -    20   6'1     200     53   50   120  63   54   63   62   45   45   70   67   85   50   54   56   40   67   60   50   62
Danil Zinoviev        Juni  LW   RW   19   6'1     176     53   50   120  59   64   64   61   51   59   60   63   83   62   48   45   42   73   62   57   62
Mikhail Bitsadze      TEX   LW   C    21   5'11    167     53   50   120  56   70   74   46   50   45   70   51   79   68   47   40   44   77   66   47   61
Ivan Chekhovich       RKF   LW   C    22   5'10    177     53   50   120  57   48   66   38   53   43   73   71   82   49   48   66   31   78   57   44   61
Anton Shenfeld        UFA   LW   C    27   5'9     168     53   50   120  57   59   61   52   53   50   59   65   81   56   54   50   31   75   59   51   61
Vladislav Kara        Juni  LW   C    22   6'1     187     59   50   120  52   52   52   53   55   51   60   64   88   58   49   47   33   78   52   53   60
Saveli Kuvardin       UTI   LW   -    19   6'0     170     55   50   120  51   60   68   50   49   44   72   64   81   40   54   48   47   82   59   47   60
Maxim Lazarev         ONT   LW   RW   25   5'10    154     53   50   120  76   50   52   54   54   52   54   41   89   72   45   44   73   79   59   53   60
Danil Bashkirov       Juni  LW   RW   19   6'2     168     56   50   120  60   56   55   52   38   43   62   75   88   60   47   38   33   78   57   44   60
Ivan Muranov          SJB   LW   RW   21   6'3     183     54   50   120  49   47   56   58   51   56   54   64   70   60   51   48   59   74   50   55   59
Emil Galimov          Juni  LW   C    28   6'1     175     56   50   120  55   58   58   50   51   48   59   60   70   49   52   55   32   85   57   49   59
Daniil Gushchin       Juni  LW   C    18   5'8     173     55   50   120  62   51   54   56   51   48   66   57   89   32   51   35   24   62   55   51   58
Egor Chizhikov        Juni  LW   RW   19   6'0     175     56   50   120  61   61   60   43   48   41   68   57   70   50   45   32   30   71   60   44   57
Daniil Gutik          Juni  LW   C    19   6'3     179     53   50   120  56   47   47   45   40   48   58   67   85   40   51   53   15   71   50   44   57
Sergei Kozyrev        Draf  LW   C    20   6'1     185     53   50   120  56   47   51   39   41   47   63   67   85   28   53   53   15   88   51   42   56
Maxim Trunev          Juni  LW   C    30   5'11    174     53   50   120  55   50   52   44   42   38   56   59   72   51   49   50   25   75   52   41   56
Fila Nikolayev        Draf  LW   C    20   5'11    162     53   50   120  50   46   55   43   54   45   62   60   86   33   59   38   18   70   50   47   56
Knut Stalin           Juni  LW   C    18   6'4     198     53   50   120  51   50   48   40   41   49   53   63   71   28   51   58   12   69   49   43   55
Egor Afanasiev        Juni  LW   RW   20   6'3     189     55   50   120  61   60   62   39   41   31   60   28   89   58   46   30   29   73   61   37   55
Alexander Polunin     Draf  LW   RW   23   5'8     161     56   50   120  55   54   56   39   41   34   56   46   74   53   52   39   36   75   55   38   55
Mikhail Kalavinsky    Draf  LW   -    17   5'11    191     55   50   120  43   36   43   47   48   36   56   59   91   35   55   37   22   69   40   43   54
Igor Dylevsky         Draf  LW   C    18   5'9     168     55   50   120  34   45   46   55   47   36   51   57   72   27   62   44   18   96   41   46   53
Mark Ryabchenko       Draf  LW   -    17   6'0     182     53   50   120  37   39   43   45   42   40   53   53   61   35   56   55   10   83   39   42   52
Aleksander Yatsky     Draf  LW   C    17   6'1     191     53   50   120  56   56   56   33   33   35   51   51   62   27   55   54   10   58   56   33   52
Kabok Butyrsky        Draf  LW   RW   18   6'4     197     54   50   120  45   45   42   42   39   52   36   59   39   31   57   66   31   81   44   44   51
Albert Pobedonostev   Draf  LW   C    18   5'8     150     53   50   120  43   41   45   40   44   33   51   48   60   23   59   35   16   67   43   39   49
Andrei Dolgonsov      Draf  LW   RW   19   6'1     198     53   50   120  32   28   36   25   26   25   50   60   64   24   44   39   18   68   32   25   45
Andrei Vasilevski     TBL   G    -    26   6'3     210     59   50   120  80   80   80   80   80   80   80   80   78   80   72   73   37   78   80   80   78
Semyon Varlamov       COL   G    -    32   6'2     209     58   50   120  79   79   78   80   78   80   78   78   77   78   66   77   27   77   78   79   77
Sergei Bobrovsky      FLA   G    -    32   6'2     182     59   50   120  79   79   79   79   79   79   79   66   78   79   62   74   14   45   79   79   76
Ilya Sorokin          LAK   G    -    25   6'2     167     57   50   120  78   77   79   76   79   77   77   78   76   79   58   63   40   79   78   77   74
Alexander Georgiev    NYR   G    -    24   6'1     176     56   50   120  78   78   76   77   76   73   77   78   75   76   57   73   40   76   77   75   74
Ilya Samsonov         WAS   G    -    23   6'4     203     54   50   120  74   74   74   75   75   74   73   76   76   75   55   64   40   73   74   74   72
Igor Shesterkin       HAR   G    -    25   6'1     187     56   50   120  76   75   75   75   76   69   75   75   74   75   55   66   40   84   75   73   72
Konstantin Barulin    UFA   G    -    36   6'2     200     54   50   120  73   74   73   74   73   73   74   55   77   72   58   58   32   79   73   73   70
Daniil Tarasov        CBS   G    -    21   6'4     180     53   50   120  73   73   73   73   73   73   73   73   75   75   48   48   41   79   73   73   70
Maxim Zhukov          CHW   G    -    21   6'3     187     51   50   120  73   71   71   71   71   71   71   66   77   61   50   68   40   78   71   71   69
Konstantin Volkov     MIL   G    -    23   6'3     211     56   50   120  68   66   64   64   65   66   65   64   75   65   45   65   40   77   66   65   66
Ivan Fedotov          LHV   G    -    24   6'6     191     56   50   120  67   67   68   67   68   68   67   69   77   45   48   67   31   85   67   67   66
Anton Khudobin        UFA   G    -    34   5'11    203     53   50   120  72   71   70   66   72   69   57   39   68   61   46   61   31   79   71   69   65
Kirill Ustimenko      BEL   G    -    22   6'3     187     59   50   120  47   59   60   68   63   57   69   70   74   58   48   70   36   70   55   62   64
Igor Bobkov           UFA   G    -    30   6'5     235     55   50   120  60   61   58   61   62   61   63   60   74   59   54   54   32   79   59   61   63
Andrey Makarov        UFA   G    -    27   6'1     178     58   50   120  60   57   60   63   60   61   61   42   75   60   54   54   33   73   59   61   62
Vitali Lopukhov       Draf  G    -    18   6'1     198     58   50   120  53   54   58   58   53   53   67   65   74   30   65   62   17   73   55   54   61
Emil Garipov          UFA   G    -    29   6'2     207     51   50   120  59   60   59   59   58   58   59   53   76   58   52   54   37   79   59   58   61
Yaroslav Askarov      Juni  G    -    18   6'2     157     55   50   120  42   49   46   50   47   52   67   63   90   33   57   49   10   79   45   49   58
Mikhail Berdin        Juni  G    -    22   6'2     163     56   50   120  52   56   52   59   51   53   54   46   76   54   50   46   32   76   53   54   58
Sergey Voroshilov     Draf  G    -    19   6'1     190     58   50   120  51   44   52   50   49   45   66   60   67   36   61   46   14   94   49   48   57
Ivan Prosvetov        Draf  G    -    21   6'4     162     58   50   120  50   55   56   50   53   54   51   33   75   57   45   38   21   71   53   52   56
Ivan Nalimov          UFA   G    -    26   6'5     211     50   50   120  48   52   49   48   48   48   53   56   73   46   50   42   37   82   49   48   55
Slava Moujoukin       Draf  G    -    20   6'1     177     58   50   120  45   48   45   48   48   44   47   53   78   20   61   52   17   70   46   46   54
Alexander Samoilov    Draf  G    -    24   6'2     178     53   50   120  48   46   48   48   51   47   45   46   75   49   49   48   36   76   47   48   54
Georgi Kuznetsov      Draf  G    -    23   6'2     180     58   50   120  41   44   46   41   41   41   42   35   75   55   40   38   24   77   43   41   51
Andrei Utyugov        Draf  G    -    20   5'10    183     58   50   120  39   41   50   44   45   39   54   50   52   36   52   37   13   83   43   42   51
Ivan Provorov         PHI   D    -    24   6'0     203     58   50   120  79   77   81   77   80   77   82   79   79   87   66   80   89   84   79   78   78
Dmitri Orlov          WAS   D    -    29   5'11    212     58   50   120  79   78   78   78   78   72   78   71   79   79   60   76   60   73   78   76   75
Mikhail Sergachev     WPG   D    -    22   6'3     215     58   50   120  72   72   77   80   78   76   76   77   70   78   64   72   63   76   73   78   74
Nikita Zadorov        BOS   D    -    25   6'5     230     57   50   120  76   72   72   78   78   79   78   74   65   78   54   77   66   78   73   78   73
Nikita Zaitsev        FLA   D    -    29   6'2     196     58   50   120  73   72   73   78   78   75   78   54   81   56   62   78   40   75   72   77   72
Slava Voynov          RFA   D    -    31   6'0     194     58   50   120  73   74   76   74   74   71   77   69   80   51   56   67   33   73   74   73   71
Igor Rykov            NYR   D    -    23   6'2     205     58   50   120  76   55   56   77   79   75   71   67   78   80   55   72   71   72   62   77   71
Viktor Antipin        RFA   D    -    28   5'11    179     58   50   120  65   59   63   77   71   69   75   77   83   67   58   63   40   83   62   72   70
Alexei Bereglazov     HAR   D    -    26   6'4     187     56   50   120  51   71   60   76   76   68   76   74   78   77   55   76   60   79   60   73   70
Rushan Rafikov        STO   D    -    25   6'1     185     55   50   120  68   63   57   75   75   68   72   76   75   62   54   75   72   78   62   72   69
Nikita Tryamkin       RFA   D    -    26   6'7     265     57   50   120  55   48   68   77   77   76   75   70   70   67   57   77   45   86   57   76   69
Igor Ozhiganov        CHI   D    -    28   6'2     216     56   50   120  61   47   58   76   76   79   76   74   68   73   56   76   43   83   55   77   69
Artem Zub             LHV   D    -    25   6'2     198     57   50   120  47   61   52   73   77   73   77   77   74   74   56   77   69   81   53   74   69
Andrei Mironov        COE   D    -    26   6'3     194     57   50   120  64   53   43   77   75   74   66   77   79   66   57   74   69   82   53   75   68
Alexei Marchenko      UFA   D    -    29   6'3     210     56   50   120  52   52   59   73   73   71   70   83   86   49   60   75   34   82   54   72   68
Vladislav Gavrikov    CLE   D    -    25   6'3     205     56   50   120  50   53   54   74   72   65   61   72   78   77   56   76   71   77   52   70   67
Rinat Valiev          SDG   D    -    25   6'3     215     57   50   120  49   53   41   74   77   74   75   75   65   64   55   79   66   80   47   75   67
Dmitrii Sergeev       BNG   D    -    24   6'3     200     57   50   120  68   68   66   65   67   60   66   70   76   55   55   68   66   76   67   64   67
Dmitri Kulikov        UFA   D    -    30   6'1     205     55   50   120  50   54   70   74   74   74   74   62   74   48   59   75   39   73   58   74   67
Damir Sharipzyanov    UFA   D    -    24   6'2     203     57   50   120  53   56   54   69   70   74   64   84   60   73   56   77   50   83   54   71   67
Anton Belov           UFA   D    -    34   6'4     218     58   50   120  65   61   74   72   63   69   71   61   79   50   55   68   38   80   66   68   67
Albert Yarullin       UFA   D    -    27   6'0     194     57   50   120  42   49   54   77   72   70   74   59   76   76   60   77   40   81   48   73   67
Ziyat Paigin          UFA   D    -    25   6'6     210     55   50   120  52   62   54   70   71   65   57   70   74   75   55   74   63   72   56   68   66
Zakhar Arzamastsev    UFA   D    -    28   6'1     185     55   50   120  54   56   63   66   69   65   68   81   78   50   56   61   32   77   57   66   66
Yaroslav Dyblenko     UFA   D    -    27   6'2     195     57   50   120  40   40   40   71   72   71   65   85   76   77   58   74   51   75   40   71   66
Nikita Nesterov       UFA   D    -    27   5'11    191     58   50   120  57   48   57   69   69   68   66   71   76   58   58   68   42   83   54   68   66
Oleg Sosunov          UFA   D    -    22   6'8     230     51   50   120  48   49   47   73   71   69   71   71   64   71   50   70   64   81   48   71   65
Fedor Tyutin          UFA   D    -    37   6'2     221     55   50   120  55   45   53   73   74   73   71   53   72   50   60   74   34   85   51   73   65
Danila Galenyuk       SAR   D    -    20   6'1     200     58   50   120  67   67   67   72   69   62   74   64   73   53   48   42   53   72   67   67   65
Alexei Emelin         UFA   D    -    34   6'2     224     57   50   120  54   43   45   77   74   80   72   54   74   50   56   75   41   85   47   77   65
Alexander Alexeev     BAK   D    -    21   6'3     200     58   50   120  48   48   45   68   71   71   69   70   81   71   50   65   50   74   47   70   65
Maxim Osipov          UFA   D    -    27   6'1     201     54   50   120  40   43   52   71   77   68   76   59   85   55   59   65   36   77   45   72   64
Maxim Goncharov       UFA   D    -    31   6'3     215     57   50   120  55   38   41   72   68   74   71   76   63   57   55   70   44   84   44   71   64
Dmitri Osipov         COE   D    -    24   6'4     229     51   50   120  49   55   45   69   68   75   60   54   75   67   52   70   56   79   49   70   64
Artemi Knyazev        Juni  D    -    20   6'0     177     58   50   120  66   71   69   61   60   62   68   51   82   59   50   46   44   72   68   61   64
Andrei Pedan          UFA   D    -    27   6'5     213     57   50   120  60   48   47   69   67   67   70   70   61   57   57   70   61   85   51   67   64
Alexei Vasilevsky     UFA   D    -    28   5'11    205     55   50   120  49   54   60   67   69   61   71   70   74   47   58   59   28   76   54   65   64
Yuri Alexandrov       UFA   D    -    32   6'1     185     55   50   120  45   50   65   71   72   64   72   45   72   56   54   59   35   83   53   69   63
Nikolai Belov         UFA   D    -    33   6'3     179     54   50   120  44   40   52   73   74   69   70   66   73   48   58   62   30   85   45   72   63
Maxim Chudinov        UFA   D    -    30   5'11    187     57   50   120  49   50   59   71   71   71   71   56   67   46   53   62   41   75   52   71   63
Lev Starikov          RKF   D    -    20   6'5     187     58   50   120  48   53   65   72   65   63   60   58   78   61   48   47   44   70   55   66   63
