Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Martin Marincin       UFA   D    -    28   6'4     210     76   78   120  58   47   38   72   73   74   69   64   80   57   58   76   40   81   47   73   69
Michal Cajkovsky      UFA   D    -    28   6'4     200     77   67   120  68   50   50   72   65   72   62   81   60   48   57   74   51   78   56   69   68
Martin Bodak          LAV   D    -    21   6'1     194     71   71   120  64   63   48   73   72   63   55   52   80   64   59   54   53   77   58   69   67
Michal Ivan           SDG   D    -    20   6'1     176     74   80   120  52   50   51   64   62   61   68   76   82   53   49   45   45   45   51   62   65
Martin Fehervary      Juni  D    -    20   6'1     190     74   79   120  57   49   59   69   70   65   62   50   78   56   51   50   39   72   55   68   65
Martin Gernat         UFA   D    -    27   6'4     202     75   67   110  45   49   53   67   61   58   62   52   73   48   59   60   39   83   49   62   62
Radovan Pyc           Draf  D    -    20   6'2     192     68   66   78   61   48   49   66   62   60   67   68   91   32   54   57   14   77   52   62   61
Peter Ceresnak        UFA   D    -    27   6'3     209     73   70   120  39   39   41   62   63   60   62   45   67   53   59   60   31   79   39   61   60
Adolf Mlaida          Draf  D    -    20   6'2     217     68   62   109  48   43   47   67   68   63   61   53   69   44   54   50   24   79   46   66   60
Otakar Kostkos        Juni  D    -    19   5'11    177     57   95   102  52   40   43   54   56   40   57   54   89   38   68   46   64   69   45   50   59
Andrej Sekera         BAK   D    -    34   6'0     201     78   80   95   42   45   65   72   60   42   67   47   59   28   49   58   10   72   50   58   59
Viktor Marcincak      Draf  D    -    18   6'3     214     59   32   103  58   56   50   49   50   45   66   56   80   32   67   68   57   62   54   48   58
Boris Zitek           Juni  D    -    18   6'0     181     78   80   81   42   47   31   55   60   57   52   62   74   24   57   55   13   75   40   57   57
Artur Pavolko         Draf  D    -    18   6'0     197     58   34   102  56   55   57   56   54   55   64   60   63   24   69   61   15   61   56   55   57
Matous Kusnjer        Draf  D    -    19   6'0     184     56   64   107  30   32   35   60   54   51   56   51   85   41   55   52   34   74   32   55   55
Borek Beran           Draf  D    -    19   6'5     214     68   23   106  44   44   38   52   53   55   55   63   56   33   54   52   11   94   42   53   53
Jakub Feindel         Draf  D    -    18   6'2     190     59   57   108  27   38   35   30   32   30   42   47   90   37   33   39   35   61   33   30   46
Marek Viedensky       UFA   C    RW   29   6'4     210     69   73   100  53   55   60   73   72   67   68   78   79   70   60   72   31   79   56   70   69
Adam Ruzicka          SAR   C    LW   21   6'4     202     74   64   90   73   51   53   73   60   66   69   54   72   74   54   50   67   79   59   66   65
Robert Lucas          Juni  C    LW   19   6'0     207     65   67   108  41   42   44   61   64   59   65   54   59   63   58   56   16   70   42   61   60
Lubomir Zubaty        Juni  C    RW   19   5'11    179     75   70   117  53   53   52   48   49   39   53   58   66   52   64   40   28   84   52   45   59
Radovan Toman         Juni  C    -    20   6'2     195     63   62   118  45   54   49   36   47   41   56   57   64   63   60   59   19   59   49   41   58
Petr Musil            Juni  C    RW   19   6'3     210     53   88   85   52   52   47   51   55   46   53   51   74   51   55   63   23   88   50   50   58
Valentyn Fanfulik     Draf  C    RW   19   6'0     179     63   53   73   57   43   61   34   36   43   63   61   75   64   56   54   19   80   53   37   55
Dalimil Engleman      Draf  C    RW   20   6'3     199     64   42   76   57   60   47   43   43   61   50   56   45   65   64   61   41   80   54   49   55
Artur Kraus           Draf  C    RW   22   6'3     226     54   82   72   37   38   33   39   45   64   44   60   52   52   59   60   34   69   36   49   52
Jeronym Otoupalik     Draf  C    LW   18   5'11    186     62   27   70   47   62   46   35   40   37   56   44   70   64   51   41   13   79   51   37   50
Dominik Leibovic      Draf  C    RW   18   6'2     219     63   61   85   39   57   42   31   31   27   33   61   77   57   43   31   17   91   46   29   49
Benedikt Stadler      Draf  C    LW   17   5'6     136     43   43   118  51   47   41   39   38   18   52   48   79   48   58   23   10   45   46   31   49
