Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Fredrik Forsberg      HER   RW   LW   23   5'11    174     73   46   110  74   56   60   53   54   52   53   73   86   72   48   65   73   83   63   53   65
Filip Sandberg        UFA   RW   C    25   5'9     180     69   75   90   49   69   70   51   52   50   70   64   81   69   57   62   69   79   62   51   65
Daniel Zaar           CLE   RW   LW   26   5'11    177     76   67   90   71   63   61   58   58   54   59   57   78   77   55   54   77   82   65   56   65
Anton Karlsson        GRD   RW   LW   23   6'1     187     69   72   90   69   59   53   66   55   64   51   56   77   70   54   70   68   79   60   61   65
Lukas Elvenes         CHW   RW   C    20   6'1     173     73   63   90   53   55   54   59   57   45   66   70   79   63   51   71   36   73   54   53   63
Gustav Possler        WIL   RW   LW   25   6'0     183     73   67   100  53   67   56   58   55   59   58   57   82   67   52   49   45   77   58   57   63
Erik Walli Walterhol  BRG   RW   LW   21   6'1     179     69   60   100  63   50   70   54   66   58   65   70   70   49   48   67   61   71   61   59   63
Max Gortz             Juni  RW   LW   27   6'3     202     75   67   95   54   59   58   59   62   56   58   51   85   51   52   56   39   74   57   59   62
Victor Olofsson       Juni  RW   LW   24   5'11    173     76   67   90   60   54   59   50   48   42   63   65   87   56   56   49   30   76   57   46   61
Noel Gunler           Juni  RW   -    18   6'1     185     73   75   117  52   59   56   56   52   49   64   69   52   27   69   58   15   66   55   52   61
Mario Kempe           UFA   RW   LW   31   6'0     179     69   76   100  56   51   51   62   59   58   61   56   80   49   54   44   10   71   52   59   61
Sebastian Collberg    UFA   RW   LW   26   5'11    195     73   67   100  54   53   56   49   50   49   62   54   81   52   56   52   36   79   54   49   60
Samuel Fagemo         Juni  RW   LW   20   5'11    190     71   74   90   53   52   54   52   53   49   58   69   78   67   45   38   46   71   53   51   60
Patrick Cehlin        UFA   RW   LW   28   5'11    176     76   69   90   60   56   58   52   53   48   64   46   73   51   55   52   25   76   58   51   60
Olle Lycksell         LHV   RW   C    20   5'10    163     73   62   100  49   55   67   37   41   35   70   68   79   58   50   70   31   73   57   37   60
Henrik Törnqvist      UFA   RW   LW   23   6'1     190     69   51   110  52   50   52   56   54   47   59   67   88   54   51   46   26   75   51   52   60
Bernd Sundqvist       Draf  RW   LW   20   6'2     209     73   28   95   59   61   63   51   49   49   69   67   64   24   66   68   15   69   61   49   59
Kevin Elgestal        Juni  RW   LW   24   6'1     176     69   67   110  45   43   45   54   53   50   52   56   79   52   54   48   29   77   44   52   58
Alexander Holtz       Juni  RW   LW   18   6'0     211     88   72   80   59   64   70   47   45   37   58   49   79   58   40   36   42   75   64   43   58
Linus Skager          Juni  RW   LW   20   5'10    145     73   63   90   58   57   54   39   33   33   60   67   80   59   50   39   30   72   56   35   57
Malte Stromwall       UFA   RW   LW   25   6'0     191     76   66   90   55   51   53   46   48   43   61   33   78   51   51   48   32   81   53   45   56
Jonathan Davidsson    Juni  RW   LW   23   5'11    185     73   61   100  56   55   58   39   38   35   58   46   82   46   50   42   42   75   56   37   55
Jonas Martinsen       Draf  RW   LW   17   6'4     226     54   30   95   53   50   52   50   51   71   45   68   45   30   67   78   39   76   51   57   55
Patrik Standlund      Juni  RW   LW   19   5'6     157     73   62   73   52   53   64   43   45   30   67   70   66   38   61   25   24   87   56   39   54
Patrik Aune           Draf  RW   -    20   6'2     203     53   72   109  51   53   52   41   44   44   53   51   56   33   55   51   25   86   52   43   54
Jens Gundersson       Draf  RW   LW   18   6'1     210     63   55   79   54   48   57   47   35   43   60   65   60   34   57   46   15   71   53   41   53
Jonas Dahlengren      Draf  RW   LW   18   6'1     181     52   44   74   40   57   52   36   39   34   55   56   68   24   60   47   14   59   49   36   49
Alexander Steen       FLA   LW   C    36   5'11    212     85   70   85   77   74   76   77   77   67   76   99   78   68   73   74   36   72   75   73   77
William Karlsson      STL   LW   C    27   6'1     188     75   72   90   81   79   78   75   75   68   82   76   87   67   64   74   74   84   79   72   76
Rickard Rakell        MON   LW   C    27   6'2     201     75   75   100  80   77   75   75   75   76   75   75   77   70   66   75   65   85   77   75   76
Viktor Arvidsson      NAS   LW   RW   27   5'9     180     78   68   90   81   79   78   76   78   67   78   60   81   75   66   72   39   81   79   73   75
André Burakovsky      WAS   LW   C    25   6'3     201     78   75   90   78   76   79   72   76   69   77   79   81   73   64   63   43   83   77   72   75
Adrian Kempe          VAN   LW   C    23   6'2     187     75   75   90   76   76   75   73   73   76   75   75   80   76   59   74   54   84   75   74   75
Oscar Lindberg        VGK   LW   C    28   6'1     196     75   72   90   74   73   75   75   75   72   75   75   75   78   64   75   59   83   74   74   74
Marcus Johansson      UFA   LW   C    29   6'1     209     75   73   90   74   76   75   75   75   68   75   75   84   72   61   71   35   77   75   72   74
Jesper Bratt          TOR   LW   RW   21   5'10    174     76   68   100  78   75   75   73   69   63   76   76   85   77   66   61   77   67   76   68   74
Jakob Silfverberg     ANA   LW   RW   29   6'1     200     75   75   85   77   76   75   75   75   68   75   75   82   66   65   75   41   85   76   72   74
Oskar Lindblom        LHV   LW   RW   23   6'1     191     74   74   95   73   73   72   70   71   66   74   75   88   72   58   74   75   84   72   69   73
Mikael Backlund       NJD   LW   C    31   6'1     199     75   70   85   73   75   75   75   75   71   75   60   82   75   65   70   37   79   74   73   73
Melker Karlsson       SJB   LW   C    29   6'0     180     75   71   90   62   64   75   75   75   69   75   75   87   71   57   75   37   72   67   73   73
Mattias Janmark       TEX   LW   C    27   6'1     195     78   68   90   79   70   78   67   76   71   78   63   77   70   65   66   41   83   75   71   73
Emil Pettersson       TEX   LW   C    26   6'2     164     78   68   90   74   74   76   71   74   70   75   79   77   79   58   63   86   84   74   71   73
Andreas Johnson       TOR   LW   RW   25   5'10    180     76   68   90   77   74   76   76   76   54   76   74   78   77   60   66   71   77   75   68   73
Joakim Nordström      CHA   LW   RW   28   6'1     189     75   70   90   51   52   75   75   75   73   76   75   81   69   67   76   53   81   59   74   72
Carl Grundstrom       TOM   LW   RW   22   6'0     194     75   72   80   72   72   70   74   74   68   75   75   72   74   60   72   74   72   71   72   72
Marcus Kruger         UFA   LW   C    30   6'0     186     75   72   90   59   58   75   73   74   68   74   62   78   77   67   75   33   79   64   71   71
Johan Franzen         Juni  LW   RW   40   6'4     232     74   68   85   75   68   72   76   71   69   72   58   79   64   65   78   45   45   71   72   71
Erik Thorell          HAR   LW   C    28   5'10    185     76   68   100  67   66   78   67   71   61   76   76   80   68   58   66   44   81   70   66   71
Dmytro Timashov       TOM   LW   RW   23   5'10    190     76   62   80   76   75   77   69   71   53   76   77   82   71   59   67   77   84   76   64   71
Daniel Sedin          Reti  LW   RW   39   6'1     187     83   71   85   76   75   79   65   66   59   74   59   76   62   73   63   29   85   76   63   71
Magnus Paajarvi       SAR   LW   RW   29   6'3     208     75   69   85   67   62   68   74   73   69   72   67   73   67   58   74   32   85   65   72   70
Fredrik Olofsson      CLE   LW   RW   24   6'2     197     75   68   100  53   58   77   73   73   73   74   73   75   74   54   60   73   78   62   73   70
Filip Ahl             BEL   LW   RW   23   6'3     211     74   60   90   67   74   72   75   68   65   74   74   78   73   51   67   76   79   71   69   70
Fabian Zetterlund     BNG   LW   C    20   5'11    195     73   67   95   72   70   73   70   69   52   73   72   80   73   52   57   75   79   71   63   69
Rasmus Asplund        BUF   LW   C    22   5'11    176     76   67   80   73   75   74   59   59   54   74   74   78   77   45   56   74   85   74   57   68
Mathias Bromé         HER   LW   RW   25   6'0     183     73   71   90   63   53   66   57   68   66   55   73   83   70   52   51   74   72   60   63   66
Linus Weissbach       ROC   LW   RW   22   5'8     161     73   59   90   74   52   73   71   65   50   60   62   87   73   54   57   72   82   66   62   66
Linus Lindström       STO   LW   C    22   6'0     165     72   71   80   70   68   58   53   54   64   55   71   84   58   53   68   76   61   65   57   65
Johan Sundström       UFA   LW   C    27   6'3     201     75   68   90   53   53   54   67   68   63   69   70   74   55   60   56   35   76   53   66   65
Christoffer Ehn       GRD   LW   C    24   6'3     181     69   74   95   47   48   49   70   49   67   68   66   83   67   55   70   69   83   48   62   65
Anton Blidh           SAR   LW   RW   25   6'0     201     69   72   100  49   56   50   60   54   63   57   71   74   72   62   70   70   76   51   59   65
Tim Soderlund         HAR   LW   C    22   5'9     163     73   63   90   51   53   52   48   53   51   73   66   87   73   42   73   74   70   52   50   63
Gustav Olhaver        COE   LW   C    22   6'6     225     69   69   100  49   59   51   50   53   74   54   53   80   67   51   68   75   84   53   59   63
Lukas Wernblom        Juni  LW   C    19   5'9     165     69   71   95   58   64   58   64   62   48   59   66   70   61   51   46   49   70   60   58   62
Lucas Raymond         Juni  LW   RW   18   5'10    165     83   70   79   60   57   56   54   55   50   54   57   85   57   49   65   41   64   57   53   62
Pierre Engvall        Juni  LW   RW   24   6'5     196     77   65   90   56   52   57   53   51   46   58   69   77   55   55   54   45   76   55   50   61
Ludwig Blomstrand     UFA   LW   RW   27   6'1     198     69   76   100  56   54   56   59   58   54   57   48   75   53   53   54   35   82   55   57   61
Axel Svinhufuud       Draf  LW   C    19   6'2     220     65   45   103  53   48   54   63   63   65   66   64   57   41   66   68   29   74   51   63   61
Nils Lundkvist        Juni  LW   -    19   5'11    174     71   71   98   53   57   53   62   67   50   62   56   64   32   61   44   15   70   54   59   60
Filip Sveningsson     Juni  LW   RW   20   6'0     180     73   57   90   56   57   59   58   60   47   62   61   70   57   50   44   39   74   57   55   60
Andreas Kristiansen   Juni  LW   C    19   6'1     210     65   69   110  43   42   44   52   55   53   61   64   84   34   62   57   28   66   43   53   59
Alexander Holtz       Juni  LW   C    18   6'0     183     81   74   80   56   54   55   45   49   43   58   57   75   58   52   60   42   78   55   45   59
Albin Eriksson        Juni  LW   RW   19   6'4     207     81   61   90   59   56   59   57   45   49   59   58   65   53   50   52   66   72   58   50   59
Lucas Raymond         Juni  LW   RW   18   5'11    173     83   69   80   57   58   62   48   54   40   54   44   81   53   48   40   31   71   59   47   58
Fredrik Loof          Juni  LW   C    18   6'0     207     55   73   86   48   54   50   59   61   56   60   61   63   22   66   59   21   76   50   58   58
Daniel Muzito Bagend  ONT   LW   RW   24   6'1     198     69   49   120  42   48   48   52   45   61   51   51   73   71   46   45   69   79   46   52   58
Simon Holmstrom       Juni  LW   RW   19   5'11    172     74   72   77   47   57   54   48   52   42   63   53   72   37   52   68   33   73   52   47   57
Joakim Hjerdstedt     Draf  LW   RW   17   6'5     224     53   51   93   55   52   56   45   44   48   65   60   80   31   69   66   12   58   54   45   57
Carl Hagelin          UFA   LW   RW   31   5'11    186     75   74   90   44   27   53   63   56   54   52   38   45   49   49   56   10   81   41   57   55
Axel Jonsson Fjallby  Juni  LW   RW   22   6'0     170     76   61   90   51   49   51   38   42   37   55   45   88   45   47   41   31   85   50   39   54
Karin Cajander        Draf  LW   -    19   6'2     186     73   33   79   46   40   43   43   46   45   67   68   78   28   53   64   14   94   43   44   53
Lars-Bjorn Carlsson   Juni  LW   RW   17   5'11    187     51   90   80   55   40   52   38   34   32   56   50   64   35   54   39   12   84   49   34   51
Goran Caris           Draf  LW   C    17   6'6     243     44   54   82   43   42   43   36   40   50   41   54   38   24   52   61   33   53   42   42   46
Lennart Haug          Draf  LW   C    17   6'1     152     43   29   74   44   38   44   36   31   22   60   51   64   28   58   24   12   87   42   29   43
Robin Lehner          DAL   G    -    28   6'5     240     77   70   90   78   78   79   79   78   79   77   77   75   78   63   77   30   79   78   78   77
Marcus Hogberg        OTT   G    -    25   6'5     209     77   70   100  77   77   78   79   79   77   77   77   76   78   55   68   40   84   77   78   76
Jacob Markstrom       MON   G    -    30   6'6     196     76   71   100  78   76   76   77   78   78   76   76   76   77   62   71   28   85   76   77   76
Anders Nilsson        EDM   G    -    30   6'5     229     76   68   90   76   76   77   77   76   77   76   76   76   77   65   76   30   79   76   76   75
Oscar Dansk           VGK   G    -    26   6'3     195     75   68   90   76   75   77   76   76   77   75   75   76   77   55   71   40   83   76   76   74
Eddie Lack            UFA   G    -    32   6'4     187     73   67   95   75   75   74   74   74   75   74   80   75   72   66   72   37   85   74   74   74
Anton Forsberg        CHI   G    -    27   6'2     191     73   73   100  73   75   73   75   75   74   73   73   79   74   60   73   39   84   73   74   74
Niklas Svedberg       UFA   G    -    30   6'0     176     73   68   95   75   73   72   74   71   75   74   65   78   67   67   71   30   85   73   73   73
Jhonas Enroth         UFA   G    -    32   5'10    171     73   68   90   72   72   72   73   72   73   72   76   75   70   64   65   31   75   72   72   72
Henrik Lundqvist      LAV   G    -    38   6'1     188     77   70   85   70   74   74   73   77   69   75   60   71   70   74   66   39   73   72   73   72
Felix Sandstrom       LHV   G    -    23   6'2     191     72   74   90   73   74   73   73   73   72   73   72   78   71   51   72   40   78   73   72   72
Anders Lindback       UFA   G    -    32   6'6     215     72   65   90   73   74   73   72   74   72   72   72   78   72   60   72   31   85   73   72   72
Linus Ullmark         ROC   G    -    26   6'4     221     73   71   90   73   73   75   74   73   75   66   62   73   56   64   73   40   82   73   74   71
Lars Johansson        UFA   G    -    32   6'1     198     73   72   90   72   72   74   74   74   72   72   59   73   70   58   62   33   78   72   73   71
Hugo Fagerblom        SPR   G    -    24   6'6     202     70   70   95   72   72   70   70   71   72   69   70   77   69   50   71   40   78   71   71   71
Adam Werner           COE   G    -    23   6'5     198     73   72   95   73   75   73   74   75   75   72   64   76   61   49   56   40   78   73   74   70
Magnus Hellberg       UFA   G    -    29   6'5     200     73   70   95   66   67   70   68   68   68   68   58   78   66   60   63   32   79   67   68   69
Johan Gustafsson      IOW   G    -    28   6'2     199     72   68   90   73   74   72   72   72   72   72   59   75   60   55   60   40   85   73   72   69
Linus Soderstrom      BRG   G    -    23   6'5     196     63   73   95   64   65   65   65   64   65   64   70   75   63   54   64   40   85   64   64   67
Joacim Eriksson       UFA   G    -    30   6'1     189     73   68   95   64   66   66   63   65   66   62   54   80   63   56   58   31   85   65   64   66
Jonas Johansson       ROC   G    -    24   6'5     214     60   74   90   62   62   62   62   61   62   61   70   77   52   54   61   37   80   62   61   64
Jonas Gunnarsson      UFA   G    -    28   6'1     196     71   67   90   62   62   65   62   61   64   61   61   76   62   53   53   31   83   63   62   64
Filip Larsson         GRD   G    -    21   6'2     180     59   71   100  61   61   60   61   61   61   60   60   76   60   50   51   35   70   60   61   63
Mark Owuya            UFA   G    -    30   6'1     198     70   67   100  58   57   59   58   58   57   64   59   68   52   53   58   35   78   58   57   62
Olof Lindbom          Juni  G    -    19   6'1     173     69   70   100  64   59   57   60   50   60   59   57   77   52   45   48   45   76   60   56   61
Filip Gustavsson      SAR   G    -    22   6'2     184     58   74   90   58   59   57   59   57   57   58   57   75   56   52   53   40   71   58   57   61
Olle Eriksson Ek      SDG   G    -    21   6'2     185     70   70   95   51   57   55   56   55   55   56   53   75   58   51   45   41   77   54   55   60
Arvid Holm            Juni  G    -    21   6'4     213     58   70   95   51   51   53   51   54   52   58   65   75   47   50   43   33   70   51   52   58
Kristoffer Tengstrom  Juni  G    -    18   5'11    188     58   78   102  57   57   58   46   52   37   58   53   80   30   60   35   18   67   57   45   57
Pontus Eltonius       Draf  G    -    22   6'3     196     57   69   95   49   53   51   50   52   49   48   51   75   50   49   41   35   77   51   50   55
Erik Kallgren         UFA   G    -    23   6'3     198     66   71   100  44   42   44   45   42   44   48   40   76   45   45   48   30   72   43   43   53
Rasmus Dahlin         FLA   D    -    20   6'2     181     98   84   85   83   81   87   81   81   78   90   91   78   83   55   70   76   77   83   80   81
Victor Hedman         TBL   D    -    29   6'6     233     88   87   95   80   82   83   82   83   79   82   78   74   66   69   85   66   85   81   81   80
Oscar Klefbom         EDM   D    -    26   6'3     215     78   82   110  76   76   78   78   78   76   79   78   88   80   66   78   54   79   76   77   80
Oliver Ekman-Larsson  EDM   D    -    28   6'2     200     88   75   85   78   80   80   78   78   75   88   83   74   65   71   79   49   74   79   77   78
Jonas Brodin          WPG   D    -    26   6'1     195     78   89   90   72   72   72   79   80   74   80   85   84   77   63   77   68   83   72   77   78
Hampus Lindholm       ANA   D    -    26   6'3     205     85   76   95   77   73   78   82   84   76   82   67   74   83   65   85   62   79   76   80   78
Erik Karlsson         TBL   D    -    30   6'0     191     88   85   80   86   85   86   80   79   67   88   79   78   53   80   67   35   82   85   75   78
Adam Larsson          EDM   D    -    27   6'3     205     85   78   110  60   73   77   85   83   80   79   76   73   71   64   81   59   83   70   82   78
Timothy Liljegren     TOR   D    -    21   6'0     190     78   86   95   77   79   75   75   77   71   77   78   79   76   62   74   64   70   77   74   77
Oliver Kylington      CAL   D    -    23   6'0     183     78   75   90   79   76   78   78   76   72   78   78   82   79   64   78   79   84   77   75   77
Adam Boqvist          TBL   D    -    19   5'11    168     88   82   90   77   75   76   73   75   62   84   85   91   79   62   70   62   72   76   70   77
Mattias Ekholm        NAS   D    -    30   6'4     215     76   81   120  68   71   70   76   76   77   76   77   80   59   68   77   36   79   69   76   76
John Klingberg        EDM   D    -    27   6'2     180     78   76   90   80   79   78   78   78   71   78   65   78   76   66   79   64   73   79   75   76
Jacob Larsson         ANA   D    -    23   6'2     195     75   89   110  68   69   71   75   75   79   75   75   87   76   56   73   76   86   69   76   76
Calle Rosen           TOR   D    -    26   6'0     176     78   71   90   75   76   75   79   76   71   75   77   89   79   62   77   70   74   75   75   76
Robert Hägg           PHI   D    -    25   6'2     210     76   78   120  77   53   78   73   76   85   80   78   70   51   63   76   77   85   69   78   75
Rasmus Sandin         TBL   D    -    20   5'11    183     78   78   95   76   76   74   77   79   55   79   78   82   80   55   66   68   74   75   70   75
Erik Brannstrom       CHW   D    -    20   5'10    173     78   87   95   75   76   75   74   71   56   76   75   79   76   60   74   54   74   75   67   75
Adam Ginning          LHV   D    -    20   6'3     196     81   78   100  76   74   72   73   72   69   81   80   79   76   54   70   60   58   74   71   75
Tobias Enström        UFA   D    -    35   5'10    180     75   80   100  69   69   73   75   76   69   76   90   79   48   68   65   35   78   70   73   74
Marcus Pettersson     ANA   D    -    24   6'4     180     74   76   90   74   72   71   74   73   75   74   72   85   76   55   71   69   84   72   74   74
Jacob Moverare        WIL   D    -    21   6'3     198     74   76   120  68   68   71   74   74   74   74   74   76   73   53   73   68   72   69   74   74
David Bernhardt       PHI   D    -    22   6'3     203     78   72   90   70   69   78   75   75   75   78   75   80   65   56   77   63   71   72   75   74
Anton Stralman        WPG   D    -    33   5'11    190     78   78   90   66   70   77   77   78   68   78   89   81   48   69   72   28   72   71   74   74
Andreas Englund       UFA   D    -    24   6'3     189     77   78   120  65   54   59   75   77   70   76   73   77   74   66   77   71   77   59   74   74
Alexander Edler       DET   D    -    34   6'3     215     78   70   95   75   73   78   75   76   76   76   77   72   55   69   78   48   79   75   75   74
Niklas Hjalmarsson    UFA   D    -    33   6'3     197     76   88   120  50   48   76   76   76   70   76   75   77   50   65   76   36   79   58   74   73
Lucas Carlsson        CHI   D    -    22   6'0     189     78   75   90   67   65   70   80   75   71   77   77   85   70   55   64   51   86   67   75   73
Gabriel Carlsson      DAL   D    -    23   6'4     191     76   80   120  54   54   54   75   76   77   75   73   88   73   58   68   69   73   54   76   73
Andreas Borgman       TOM   D    -    25   6'0     205     77   71   120  62   53   69   72   73   70   74   77   68   77   66   77   75   79   61   71   73
Tobias Bjornfot       FLA   D    -    19   6'1     196     78   85   90   67   75   75   72   74   71   78   71   82   75   47   40   56   77   72   72   72
Rasmus Andersson      SPR   D    -    23   6'1     214     78   68   90   54   55   70   75   78   70   76   79   74   77   59   78   68   80   59   74   72
Fredrik Claesson      SPR   D    -    27   6'1     205     76   75   120  60   58   67   76   76   70   76   67   81   53   65   74   62   84   61   74   72
Christian Djoos       WAS   D    -    25   6'0     169     78   77   90   59   55   55   78   75   71   78   76   84   80   59   74   71   84   56   74   72
Nils Andersson        UFA   D    -    28   6'2     196     78   67   90   68   65   73   75   75   64   66   76   77   48   67   78   37   70   68   71   71
Klas Dahlbeck         RFA   D    -    28   6'3     207     76   78   120  44   51   49   78   76   77   76   72   81   60   59   75   35   83   48   77   71
Johnny Oduya          Reti  D    -    38   6'0     195     74   80   120  44   39   42   77   77   70   78   91   82   49   72   74   49   72   41   74   71
Gustav Forsling       UFA   D    -    24   6'0     186     78   68   90   56   55   65   74   76   71   78   66   83   77   62   68   57   78   58   73   71
Anton Lindholm        UFA   D    -    25   5'11    191     76   79   120  55   53   53   75   74   66   69   73   77   73   60   73   59   76   53   71   71
Anton Cederholm       VAN   D    -    25   6'2     204     73   74   120  52   52   51   73   76   77   73   74   74   74   55   74   58   77   51   75   71
Sebastian Aho         BRG   D    -    24   5'10    176     78   66   90   55   53   58   78   77   55   71   76   89   76   52   77   75   84   55   70   70
Niklas Hansson        TEX   D    -    25   6'1     180     78   68   90   47   51   47   77   77   71   75   76   81   75   59   78   47   72   48   75   70
Mikael Wikstrand      BEL   D    -    26   6'1     212     78   68   70   60   69   71   77   72   60   76   78   79   73   51   69   44   82   66   69   70
Ludwig Bystrom        RFA   D    -    25   6'1     175     75   72   110  53   53   53   75   75   68   75   80   78   71   54   72   47   82   53   72   70
Linus Arnesson        PRO   D    -    25   6'1     188     73   73   120  41   56   70   74   73   67   73   73   75   63   59   73   40   73   55   71   70
Jacob Cederholm       MAN   D    -    22   6'4     187     71   89   120  48   50   49   70   69   71   70   71   78   70   59   71   59   71   49   70   70
Gustav Bouramman      IOW   D    -    23   6'0     189     75   75   100  53   52   53   71   74   68   72   75   89   75   56   66   75   74   52   71   70
Carl Dahlstrom        RKF   D    -    25   6'4     231     74   77   85   50   62   69   76   73   72   56   68   83   76   55   74   59   79   60   73   70
Adam Ollas Mattsson   STO   D    -    23   6'5     216     74   72   120  51   52   52   74   74   76   72   74   74   68   54   74   74   79   51   74   70
Julius Bergman        UFA   D    -    24   6'1     205     75   74   110  52   52   55   71   75   69   71   70   67   72   55   72   73   79   53   71   69
Jonathan Ericsson     UFA   D    -    36   6'4     220     76   80   120  48   40   45   76   76   74   75   73   70   50   64   81   52   79   44   75   69
Gustav Olofsson       RFA   D    -    25   6'3     197     75   76   110  43   57   51   75   75   77   75   58   80   57   60   69   50   82   50   75   69
Filip Westerlund      UTI   D    -    21   5'11    180     68   93   100  67   74   70   69   69   47   72   73   89   40   52   53   55   76   70   61   69
Christian Folin       UFA   D    -    29   6'3     215     75   75   100  52   48   59   75   74   70   72   79   79   48   65   70   35   76   53   73   69
Petter Granberg       UFA   D    -    27   6'3     200     76   74   120  41   40   40   74   71   69   70   62   82   77   60   71   41   85   40   71   68
Patrik Nemeth         UFA   D    -    28   6'3     235     77   74   120  38   42   48   73   72   74   69   69   64   64   60   77   51   79   42   73   68
Henrik Tömmernes      UFA   D    -    29   6'1     185     78   68   90   71   72   72   64   66   62   72   63   75   50   60   63   35   85   71   64   68
Emil Johansson        PRO   D    -    24   6'0     194     75   74   120  51   53   52   58   59   68   75   75   79   63   55   75   75   84   52   61   68
Alfons Malmstrom      GRD   D    -    22   6'2     190     71   88   120  50   50   49   60   63   61   73   71   80   71   56   71   70   81   49   61   68
Tim Heed              UFA   D    -    29   5'11    176     78   69   90   67   65   69   67   68   64   71   62   71   47   60   62   20   79   67   66   67
Peter Andersson       UFA   D    -    29   6'3     194     73   76   120  43   42   52   74   74   66   72   71   78   46   55   65   29   79   45   71   67
Niklas Kronwall       Reti  D    -    39   6'0     194     76   75   90   57   50   57   73   74   72   75   49   76   49   73   69   30   78   54   73   67
Niclas Burstrom       UFA   D    -    29   5'10    168     75   71   110  58   49   71   70   71   64   74   59   76   49   56   59   31   75   59   68   67
Nicklas Grossmann     UFA   D    -    35   6'4     230     77   82   120  41   32   38   76   78   75   62   58   71   48   64   89   56   79   37   76   67
Mattias Karlsson      UFA   D    -    35   6'2     220     75   69   110  61   63   72   67   64   68   66   57   71   47   62   65   23   83   65   66   67
Magnus Nygren         UFA   D    -    30   6'1     193     78   67   90   69   68   68   63   63   57   70   73   78   52   58   56   35   73   68   61   67
