Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Andrej Sustr          UFA   D    -    30   6'8     225     56   50   120  55   50   49   75   75   77   73   81   80   61   64   76   50   78   51   75   69
Jakub Kindl           UFA   D    -    33   6'3     199     55   50   120  52   58   72   72   72   71   74   72   72   48   62   74   37   79   60   71   68
Filip Hronek          GRD   D    -    23   6'0     170     58   50   120  54   55   54   73   75   71   76   76   67   75   51   78   71   74   54   73   68
Jan Kostalek          MAN   D    -    25   6'1     181     54   50   120  41   47   52   75   72   67   72   74   82   76   54   74   42   82   46   71   67
Jakub Zboril          PRO   D    -    23   6'1     200     55   50   120  60   51   52   76   73   67   75   76   61   73   54   75   74   81   54   72   67
Jakub Krejcik         TOM   D    -    29   6'2     198     58   50   120  58   67   68   68   67   65   70   63   85   49   61   59   26   72   64   66   67
Zack Malik            WIL   D    -    20   6'2     165     55   50   120  52   53   75   75   57   75   60   63   85   74   49   49   50   70   60   69   66
Vojtech Mozik         BNG   D    -    28   6'3     200     55   50   120  52   53   57   75   75   71   71   64   62   62   59   75   40   73   54   73   66
Jan Rutta             UFA   D    -    30   6'3     200     55   50   120  59   54   55   72   69   63   72   80   76   48   56   69   31   70   56   68   66
Jakub Nakladal        UFA   D    -    33   6'2     200     54   50   120  55   45   45   72   73   64   72   90   76   49   60   67   30   78   48   69   66
Tomas Kundratek       UFA   D    -    31   6'2     201     55   50   120  61   55   59   71   69   68   69   65   77   51   53   66   40   85   58   69   65
Libor Zabransky       CLE   D    -    20   6'1     190     58   50   120  70   58   58   59   75   71   67   60   70   70   50   48   62   74   62   68   65
Ladislav Smid         UFA   D    -    34   6'4     210     57   50   120  37   35   40   73   76   77   75   85   63   50   64   77   45   79   37   75   65
Dominik Masin         UFA   D    -    24   6'2     198     51   50   120  40   63   63   71   71   73   70   63   63   59   60   66   70   84   55   71   65
Adam Polasek          UFA   D    -    29   6'3     190     57   50   120  55   54   63   72   67   71   63   79   60   49   60   68   30   79   57   70   65
Libor Sulak           UFA   D    -    26   6'1     169     55   50   120  52   59   54   58   58   66   59   76   76   70   52   60   58   74   55   60   64
Jan Kolar             UFA   D    -    34   6'3     203     56   50   120  52   45   45   72   74   70   65   71   74   48   57   68   29   84   47   72   64
Michal Jordan         UFA   D    -    30   6'1     195     52   50   120  39   41   46   70   71   67   70   76   67   48   65   63   31   85   42   69   63
Jakub Galvas          RKF   D    -    21   5'11    161     58   50   120  47   47   47   70   69   48   70   67   83   66   49   55   52   72   47   62   63
Daniel Bukac          PRO   D    -    21   6'4     185     51   50   120  48   49   49   63   67   70   56   71   78   71   45   58   65   71   48   66   63
Radim Simek           UFA   D    -    28   5'10    205     55   50   120  43   44   59   65   66   58   70   73   77   47   53   55   39   75   48   63   62
Ondrej Buchtela       Juni  D    -    21   6'0     198     58   50   120  58   54   56   59   62   62   68   64   72   58   47   45   43   75   56   61   62
Martin Hugo Has       Juni  D    -    19   6'4     187     56   50   120  45   50   54   72   67   69   57   56   79   43   57   62   53   81   49   69   62
Jakub Jerabek         UFA   D    -    29   5'11    200     58   50   120  54   59   62   66   65   56   65   54   70   48   54   57   27   78   58   62   62
Filip Kral            GRD   D    -    21   6'0     169     58   50   120  58   53   59   64   64   59   53   70   70   58   48   48   24   73   56   62   62
David Kvasnicka       LAV   D    -    21   5'9     172     58   50   120  47   48   61   59   58   48   67   70   82   69   50   47   51   73   52   55   62
David Musil           UFA   D    -    27   6'4     207     54   50   120  39   35   48   67   66   63   65   70   76   50   56   62   49   85   40   65   61
Vojtech Budik         UFA   D    -    23   6'1     202     58   50   120  42   48   52   65   59   51   57   51   82   53   50   63   36   74   47   58   60
Ondrej Vala           BEL   D    -    22   6'4     209     51   50   120  37   38   52   71   65   49   57   66   77   51   52   71   33   73   42   61   60
Juraj Muzik           Draf  D    -    18   6'1     211     57   50   120  48   34   36   65   60   61   65   67   81   30   66   62   67   66   39   62   60
Cenek Bicanek         Juni  D    -    20   6'0     179     56   50   120  36   51   42   64   66   60   66   63   62   40   68   62   57   71   43   63   60
Viktor Pohorsky       Draf  D    -    19   6'0     185     56   50   120  34   36   36   70   71   65   67   50   90   35   53   48   45   88   35   68   58
Roman Polak           UFA   D    -    34   6'0     237     57   50   120  42   38   36   67   68   64   55   45   62   45   62   73   10   73   38   66   58
Lukas Doudera         Draf  D    -    23   5'11    165     58   50   120  48   46   59   56   53   47   60   55   76   52   49   42   35   69   51   52   58
Jakub Sirota          Draf  D    -    22   6'2     186     58   50   120  38   45   56   59   64   52   60   42   86   54   49   45   32   76   46   58   58
Filip Pyrochta        UFA   D    -    24   6'0     176     58   50   120  45   45   58   54   49   45   56   69   82   55   53   45   35   84   49   49   58
Vincenc Maslej        Draf  D    -    20   6'6     205     56   50   120  29   40   38   65   66   69   66   63   69   37   53   48   41   71   35   66   57
Richard Nedomlel      UFA   D    -    27   6'4     234     57   50   120  38   31   31   62   61   68   61   48   65   53   56   65   48   83   33   63   57
Ondrej Kriz           Draf  D    -    17   5'10    192     56   50   120  35   41   40   64   66   47   69   66   67   31   65   46   47   74   38   59   57
Dominik Knotek        Draf  D    -    20   6'4     208     57   50   120  39   22   27   65   66   71   62   67   84   35   50   51   64   96   29   67   57
Radim Salda           Draf  D    -    21   6'1     176     57   50   120  42   47   46   53   56   61   55   54   61   51   51   50   51   78   45   56   56
Frantisek Ropoch      Juni  D    -    18   6'3     222     57   50   120  35   31   25   65   57   70   64   41   85   30   62   55   54   89   30   64   56
Pavol Padgorny        Draf  D    -    17   6'3     196     56   50   120  24   23   35   67   65   57   61   57   72   27   63   56   33   89   27   63   55
Jakub Kuchek          Draf  D    -    17   6'2     187     56   50   120  23   27   30   70   67   63   51   51   75   28   54   64   35   69   26   66   55
Jarrod Sejnoa         Draf  D    -    21   6'0     208     58   50   120  39   33   36   57   57   53   59   54   71   36   51   48   11   62   36   55   54
Viktor Cechmanek      Draf  D    -    25   6'1     176     59   50   120  30   29   36   47   48   46   54   72   87   20   53   52   42   72   31   47   53
Simon Faimon          Draf  D    -    18   6'1     192     57   50   120  33   29   27   56   55   52   59   57   86   28   53   45   43   77   29   54   53
Oldrich Chalupnik     Draf  D    -    18   6'6     212     57   50   120  32   23   30   55   55   63   58   59   72   20   53   50   43   89   28   57   53
Filip Serina          Draf  D    -    17   6'4     200     57   50   120  27   26   19   60   57   66   59   51   81   23   51   53   56   77   24   61   53
Stepan Kurzka         Draf  D    -    17   6'5     237     57   50   120  25   23   23   57   55   64   61   53   56   21   59   58   55   63   23   58   52
Stepan Speshak        Draf  D    -    17   6'4     209     57   50   120  25   20   22   56   56   65   50   50   62   24   61   50   44   89   22   59   51
Jaroslav Dudek        Draf  D    -    20   6'0     172     56   50   120  31   32   25   57   46   41   46   41   83   38   57   46   36   77   29   48   51

Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Tomas Hertl           SJS   LW   C    27   6'2     215     58   50   120  79   77   79   76   78   72   78   70   83   79   61   78   70   83   78   75   75
Tomas Nosek           CHW   LW   C    28   6'3     210     55   50   120  72   73   74   75   75   69   75   74   81   76   67   75   65   70   73   73   74
Ondrej Palat          STL   LW   RW   29   6'0     188     52   50   120  72   78   80   76   78   73   80   66   80   71   70   78   52   76   76   75   74
Filip Zadina          COL   LW   RW   21   6'0     196     51   50   120  83   80   80   72   74   70   83   82   82   82   55   59   58   72   81   72   74
Jakub Voracek         FLA   LW   RW   31   6'2     214     52   50   120  75   80   82   71   72   65   82   64   72   63   70   81   41   81   79   69   73
Dominik Simon         PIT   LW   C    26   5'11    176     56   50   120  75   76   76   76   76   55   76   77   85   64   58   76   77   81   75   69   73
Dominik Kubalik       CHI   LW   RW   25   6'2     179     57   50   120  65   58   76   79   70   92   72   77   78   78   60   77   78   78   66   80   73
Ondrej Kase           SDG   LW   RW   25   6'0     180     55   50   120  71   73   74   69   71   63   71   65   88   76   61   75   76   78   72   67   72
Lukas Sedlak          PRO   LW   C    27   6'0     203     55   50   120  54   73   70   74   75   68   72   75   79   76   65   75   74   77   65   72   72
Martin Frk            UFA   LW   RW   27   6'1     194     54   50   120  76   73   74   71   74   67   74   70   64   73   61   67   64   72   74   70   71
Jiri Hudler           UFA   LW   RW   37   5'10    183     58   50   120  72   71   74   66   69   55   75   76   82   66   57   60   29   79   72   63   70
Jachym Kondelik       CHW   LW   RW   21   6'6     226     54   50   120  75   71   74   72   67   72   73   70   70   73   52   70   76   71   73   70   70
Rostislav Olesz       UFA   LW   C    35   6'2     215     55   50   120  61   58   67   72   75   73   76   61   76   72   54   68   37   70   62   73   69
Michal Birner         UFA   LW   RW   34   6'0     201     55   50   120  54   55   53   74   73   69   74   92   72   63   63   65   36   65   54   72   68
Jiri Tlusty           UFA   LW   C    32   6'0     209     51   50   120  73   70   74   73   69   63   75   53   76   69   57   59   31   79   72   68   68
Jan Jenik             SPR   LW   RW   20   6'1     161     56   50   120  73   68   73   70   66   52   75   63   78   77   48   40   61   74   71   62   67
Richard Nejezchleb    SAR   LW   RW   26   6'2     203     53   50   120  61   52   52   72   55   74   59   58   73   71   52   54   71   86   55   67   63
Radim Zohorna         BAK   LW   RW   24   6'6     209     59   50   120  48   48   50   52   51   75   68   64   86   75   45   62   71   84   48   59   63
Jaroslav Dvorak       STO   LW   RW   21   6'0     176     59   50   120  50   48   70   70   52   62   54   70   70   68   50   61   69   79   56   61   63
Oskar Gelacak         Juni  LW   RW   19   6'4     223     54   50   120  53   58   52   49   49   67   46   69   56   46   60   73   42   92   54   55   60
Ondrej Machala        Draf  LW   RW   22   5'10    176     53   50   120  57   53   59   45   43   43   56   32   84   51   50   39   37   79   56   43   55
Matej Toman           Juni  LW   RW   20   5'10    155     56   50   120  56   60   54   37   40   35   59   54   77   58   48   30   35   71   56   37   55
Valdemar Rozyna       Draf  LW   RW   18   6'2     220     53   50   120  44   49   51   36   34   41   63   69   62   27   63   54   14   83   48   37   54
Filip Helt            UFA   LW   RW   22   6'1     176     53   50   120  52   47   50   43   38   38   54   25   76   52   45   38   34   85   49   39   52
Vitezslav Jaksch      Draf  LW   RW   18   6'2     205     51   50   120  68   36   44   28   31   30   51   51   59   27   59   63   10   86   49   29   51
Kristian Vojtus       Draf  LW   C    19   5'11    180     51   50   120  51   41   41   34   37   30   48   46   89   33   53   39   21   79   44   33   50
Radislav Statstick    Draf  LW   C    17   6'1     131     53   50   120  43   44   47   36   36   22   50   49   73   25   63   24   11   66   44   31   49
Zdeno Stuscavage      Draf  LW   -    18   6'2     188     53   50   120  37   34   29   25   22   25   32   31   57   32   30   34   11   67   33   24   40
Lukas Radil           ONT   LW   RW   30   6'3     201     54   50   120  19   20   22   40   45   31   37   14   49   18   21   36   -6   81   20   38   38

Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Pavel Zacha           NYI   C    LW   23   6'3     212     55   50   120  75   74   75   74   75   74   81   82   76   81   58   71   71   77   74   74   74
Filip Chlapik         BOS   C    LW   23   6'1     196     55   50   120  76   75   76   75   76   67   78   77   80   99   53   55   79   73   75   72   74
David Krejci          NYI   C    LW   34   6'0     188     52   50   120  75   77   80   74   72   72   78   63   82   80   72   73   30   72   77   72   74
Radek Faksa           DAL   C    LW   27   6'3     210     54   50   120  73   73   74   75   75   75   76   70   79   70   65   74   59   79   73   75   73
Martin Hanzal         VGK   C    LW   33   6'6     226     55   50   120  75   70   72   76   75   77   75   69   68   83   66   75   38   79   72   76   73
Jan Kovar             UFA   C    LW   30   5'11    187     58   50   120  72   72   78   77   77   60   78   71   76   82   58   79   36   72   74   71   73
Filip Chytil          NYR   C    LW   21   6'0     179     55   50   120  75   76   76   72   69   67   76   69   81   77   54   65   72   79   75   69   72
Michael Spacek        BNG   C    RW   23   5'11    187     57   50   120  54   74   77   74   76   54   75   76   75   77   59   75   76   76   68   68   71
Dominik Lakatos       HAR   C    LW   23   6'0     178     56   50   120  72   72   76   74   75   66   76   76   70   76   48   66   76   72   73   71   71
Roman Horak           UFA   C    LW   29   6'0     170     55   50   120  66   65   75   74   75   64   75   65   72   71   64   73   31   79   68   71   70
Michael Frolik        UFA   C    RW   32   6'1     198     55   50   120  73   70   73   75   75   70   75   59   78   59   59   63   29   77   72   73   70
Vladimir Sobotka      UFA   C    LW   33   5'10    197     55   50   120  60   67   75   75   73   71   73   43   69   85   61   69   40   85   67   73   69
Roman Cervenka        UFA   C    LW   35   5'11    201     58   50   120  73   72   76   69   71   59   73   71   68   67   54   59   28   79   73   66   69
Krystof Hrabik        PRO   C    LW   21   6'3     209     54   50   120  73   73   75   70   72   68   75   74   64   65   52   60   76   79   73   70   69
Daniel Pribyl         UFA   C    RW   28   6'3     207     56   50   120  63   60   69   59   62   66   69   62   77   67   60   67   45   79   64   62   67
Jakub Lauko           SPR   C    LW   20   6'0     169     53   50   120  72   72   74   65   57   58   71   70   75   71   50   42   54   77   72   60   66
Pavel Jenys           IOW   C    LW   24   6'3     202     59   50   120  52   66   48   64   56   68   52   61   87   66   55   70   74   85   55   62   64
Lubor Jersak          Draf  C    RW   17   6'4     201     52   50   120  53   81   65   50   50   44   64   62   92   51   68   68   11   61   66   48   64
Jaroslav Blahowetz    Juni  C    LW   18   6'3     221     52   50   120  49   70   60   50   47   50   66   70   81   61   69   66   16   69   59   49   64
Dominik Uher          UFA   C    LW   28   6'0     202     59   50   120  55   54   64   58   70   64   63   70   67   59   55   60   71   78   57   64   64
Alexandr Martincov    Draf  C    -    20   6'3     215     53   50   120  61   55   60   55   57   48   61   71   82   61   66   65   14   94   58   53   64
Valentyn Vejvoda      Juni  C    -    19   6'3     191     52   50   120  54   69   61   53   51   57   62   64   60   62   66   65   22   67   61   53   63
Jarrod Olsavsky       BEL   C    LW   20   5'11    174     53   50   120  69   62   52   48   53   46   74   66   89   61   63   40   40   78   61   49   63
Vlastimil Kamas       Draf  C    LW   17   6'3     221     52   50   120  52   74   63   43   50   42   66   66   63   57   68   67   13   79   63   45   62
Vilem Rucinsky        Draf  C    RW   19   6'2     188     53   50   120  53   53   53   51   53   53   53   65   76   54   68   69   17   79   53   52   61
Bohumir Weich         Draf  C    LW   20   6'2     210     55   50   120  44   44   43   47   46   55   68   68   74   67   53   56   18   57   43   49   59
Adam Kubik            Juni  C    LW   22   6'0     165     53   50   120  57   60   59   47   48   46   57   50   87   61   50   44   37   71   58   47   59
Jonas Mechtel         Draf  C    RW   20   6'1     199     52   50   120  54   61   58   37   44   36   63   66   62   61   64   51   15   78   57   39   58
Rudolf Martincov      WIL   C    LW   20   6'4     229     54   50   120  53   45   54   55   55   64   44   53   44   47   54   69   40   91   50   58   57
Jan Hladonik          Draf  C    LW   21   5'9     161     53   50   120  60   55   58   42   42   47   58   51   72   64   48   35   34   74   57   43   57
Bohuslav Poracky      CHW   C    RW   20   6'3     218     53   50   120  52   53   47   48   51   41   54   54   66   51   54   64   20   58   50   46   57
Vaclav Barana         Draf  C    RW   18   6'4     214     53   50   120  46   45   45   46   42   40   60   51   85   52   60   53   10   87   45   42   56
Jaromir Pytlik        Juni  C    RW   19   6'2     192     53   50   120  48   48   48   46   48   48   42   53   87   43   50   70   39   71   48   47   56
Adolf Pavolko         Juni  C    -    19   5'9     167     55   50   120  53   52   46   42   51   33   53   51   87   55   56   39   22   71   50   42   56
Svatopluk Betik       Draf  C    -    17   6'1     193     53   50   120  51   47   43   33   35   41   64   52   79   53   52   54   11   74   47   36   55
Svatopluk Betik       Draf  C    -    17   6'1     193     53   50   120  52   49   42   36   34   40   62   53   79   58   52   54   11   74   47   36   55
Robert Duratny        Draf  C    -    18   6'2     190     53   50   120  47   49   49   37   34   36   52   65   74   58   54   56   10   78   48   35   55
Norbert Kosnar        Draf  C    RW   19   5'11    164     52   50   120  41   63   53   38   32   36   52   64   80   52   63   36   15   60   52   35   55
Ivan Suchacek         Draf  C    -    17   6'3     200     52   50   120  44   65   51   36   35   31   61   57   63   62   61   50   12   97   53   34   55
Branko Garosh         Draf  C    LW   19   6'3     198     53   50   120  50   46   44   33   35   39   52   53   85   61   54   64   10   78   46   35   55
Stepan Tomeckov       Draf  C    -    18   5'11    180     52   50   120  50   67   55   46   41   35   51   60   57   51   51   35   14   72   57   40   54
Ladislav Bikera       Draf  C    LW   17   5'11    176     53   50   120  56   52   55   31   35   32   53   54   84   54   55   38   12   60   54   32   54
Filip Prikryl         Juni  C    RW   19   6'1     163     52   50   120  49   58   53   39   39   34   55   56   55   44   62   45   39   67   53   37   54
Jarmil Suchacek       Draf  C    RW   20   6'1     194     53   50   120  55   56   56   32   31   33   54   43   61   57   63   45   14   58   55   32   53
Frantisek Kibic       Draf  C    -    27   6'0     203     54   50   120  46   40   38   36   36   41   43   56   39   55   61   55   30   62   41   37   51

Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
David Pastrnak        CAR   RW   LW   24   6'0     181     53   50   120  85   82   83   77   72   66   84   78   81   85   62   73   62   82   83   71   76
Jakub Vrana           WAS   RW   LW   24   6'0     197     51   50   120  79   77   81   76   77   72   81   82   84   82   58   65   82   82   79   75   75
Martin Necas          CAR   RW   C    22   6'0     167     58   50   120  76   79   78   71   75   67   79   78   79   80   56   71   92   78   77   71   74
Ostap Safin           EDM   RW   C    21   6'5     192     55   50   120  76   73   75   74   74   68   76   75   78   76   52   68   77   76   74   72   72
Dmitrij Jaskin        RFA   RW   LW   27   6'2     217     54   50   120  69   69   72   74   73   73   74   59   84   75   61   74   42   84   70   73   72
David Kase            SDG   RW   C    24   5'11    169     56   50   120  76   71   76   74   72   55   76   73   82   76   53   76   75   82   74   67   72
Milan Michalek        UFA   RW   LW   36   6'2     227     55   50   120  72   70   66   73   71   62   77   56   75   66   61   67   10   70   69   68   69
Matej Stransky        DAL   RW   C    27   6'3     205     55   50   120  68   54   75   73   73   72   73   65   70   70   60   65   76   82   65   72   69
Martin Kaut           WIL   RW   -    21   6'1     175     53   50   120  75   73   74   66   68   66   75   74   78   53   52   62   40   80   74   66   69
Lukas Jasek           VAN   RW   LW   23   5'11    165     56   50   120  54   70   75   72   76   54   75   68   80   77   52   63   77   78   66   67   69
Tomas Vincour         UFA   RW   C    30   6'2     204     55   50   120  59   55   52   76   69   72   71   61   82   74   51   68   34   85   55   72   67
Andrej Nestrasil      UFA   RW   C    29   6'3     200     53   50   120  64   66   69   67   63   63   65   63   86   58   60   64   33   74   66   64   67
Ales Hemsky           UFA   RW   LW   37   6'0     185     52   50   120  66   69   72   66   67   59   76   50   83   59   64   53   10   45   69   64   67
Vaclav Karabacek      UFA   RW   LW   24   6'0     199     53   50   120  49   53   71   54   71   66   66   78   64   71   55   67   74   84   57   63   65
David Tomasek         TEX   RW   C    24   6'2     185     53   50   120  57   57   71   55   61   76   58   57   74   63   52   53   75   70   61   64   63
Tomas Hyka            Draf  RW   LW   27   5'11    160     56   50   120  58   56   57   53   53   47   63   68   81   55   52   51   19   81   57   51   61
Krystof Matvichuk     Draf  RW   LW   19   6'3     192     55   50   120  50   54   49   60   53   61   65   57   73   34   69   69   25   81   51   58   61
Jeronym Neckar        Draf  RW   LW   17   6'3     220     53   50   120  57   59   56   50   50   46   67   65   78   33   68   65   10   92   57   48   61
David Kampf           UFA   RW   C    26   6'2     195     59   50   120  47   46   51   50   58   64   56   56   90   68   52   62   76   84   48   57   61
Marian Horvat         Draf  RW   LW   17   6'1     181     53   50   120  56   52   57   49   45   50   65   67   88   31   65   61   11   85   55   48   60
Jaromir Franek        Draf  RW   LW   19   6'2     217     53   50   120  54   52   54   53   50   50   61   54   60   37   69   69   14   85   53   51   59
Adam Thiel            Juni  RW   -    19   6'0     202     53   50   120  57   47   58   42   52   42   60   58   83   41   61   49   24   61   54   45   58
Kvetoslav Padrnos     Draf  RW   LW   17   6'5     215     59   50   120  51   48   49   45   40   38   66   59   78   24   67   65   60   80   49   41   57
Matej Novak           Draf  RW   C    21   6'0     172     53   50   120  52   58   54   42   45   37   59   54   71   57   48   40   37   72   54   41   56
Cenek Ropoch          Draf  RW   LW   18   6'4     233     54   50   120  53   52   55   40   37   55   44   60   52   34   59   76   43   85   53   44   56
Zbynek Loncarica      Draf  RW   -    19   6'2     187     54   50   120  54   36   51   39   47   52   46   74   52   30   51   74   43   58   47   46   55
Daniel Hejlik         Draf  RW   -    19   6'3     217     53   50   120  51   53   49   40   44   44   54   41   90   26   54   64   16   91   51   42   55
Vavrinec Uma          Draf  RW   C    17   6'2     201     51   50   120  76   41   59   27   26   23   59   59   80   24   56   52   11   73   58   25   53
Mrej Sury             Draf  RW   LW   17   6'5     234     53   50   120  47   45   42   34   40   38   51   51   84   29   64   55   10   65   44   37   53
Lubomir Rezny         Juni  RW   -    18   5'10    156     51   50   120  50   42   48   34   36   36   62   57   84   37   53   42   16   78   46   35   53
Dominik Slavik        Draf  RW   LW   18   6'0     203     52   50   120  49   66   51   36   35   38   50   44   88   24   58   48   11   71   55   36   53
Libor Kubesch         Draf  RW   LW   18   5'11    168     53   50   120  52   53   53   39   35   37   52   53   52   39   57   43   13   62   52   37   52
Vitezslav Bialy       Draf  RW   LW   19   6'5     209     54   50   120  44   40   42   38   34   57   48   55   55   20   55   64   32   59   42   43   51
Dominik Kolovecky     Draf  RW   C    19   6'2     189     51   50   120  76   50   52   22   23   29   49   37   66   22   62   59   16   82   59   24   51
Zdeno Frank           Draf  RW   LW   20   5'11    168     54   50   120  44   35   41   45   52   38   39   51   55   32   50   37   41   69   40   45   49
Robert Dzmura         Draf  RW   LW   20   6'1     200     53   50   120  45   42   38   37   30   37   42   43   58   39   54   48   14   82   41   34   49
Daniel Petruzalek     Draf  RW   C    20   5'6     137     53   50   120  42   44   42   41   43   17   57   50   69   31   59   24   25   58   42   33   49
Karel Uhrin           Draf  RW   -    17   6'0     176     53   50   120  46   26   39   33   33   36   56   57   50   30   57   43   10   80   37   34   48
Eduard Barek          Draf  RW   C    17   6'1     201     53   50   120  43   42   38   35   34   31   45   52   55   33   56   45   13   85   41   33   48
Branko Jezbera        Draf  RW   LW   17   6'1     211     53   50   120  41   28   36   26   27   24   50   54   50   29   43   39   10   80   35   25   44
