Name                  Team  Pos  Alt  Age  Height  Weight  POT  CON  GRE  SH   PL   ST   CH   PO   HI   SK   EN   PE   FA   LE   SR   FI   IN   OF   DF   OA
Markus Granlund       OTT   LW   C    27   6'0     178     57   50   120  75   75   77   74   77   70   79   77   74   78   61   76   75   75   75   73   74
Jori Lehtera          UFA   LW   C    33   6'2     210     52   50   120  70   72   82   66   77   65   78   74   78   72   62   77   21   85   74   69   73
Artturi Lehkonen      UFA   LW   RW   25   6'0     174     55   50   120  76   73   75   70   75   67   75   65   78   67   68   75   59   74   74   70   72
Miikka Salomäki       TOM   LW   RW   27   5'11    203     55   50   120  74   74   74   74   73   72   74   55   62   77   68   69   77   79   74   73   71
Jesse Ylonen          MIN   LW   RW   21   6'0     167     56   50   120  75   75   75   75   68   68   77   76   82   75   50   45   66   45   75   70   71
Aleksi Saarela        GRD   LW   C    24   5'11    198     57   50   120  74   74   77   71   77   54   76   73   82   59   60   74   75   77   75   67   71
Leo Komarov           UFA   LW   C    34   5'11    211     59   50   120  65   60   66   70   72   77   75   68   76   65   67   74   55   84   63   73   70
Kristian Vesalainen   IOW   LW   RW   21   6'3     207     54   50   120  74   75   76   62   58   58   71   75   85   74   55   60   74   84   75   59   69
Niko Ojamaki          UFA   LW   RW   25   5'10    172     55   50   120  54   55   72   62   75   53   57   88   95   70   59   63   74   73   60   63   68
Leevi Aaltonen        NYI   LW   RW   20   5'10    146     53   50   120  73   73   70   66   67   57   76   75   76   70   52   50   72   77   72   63   68
Aame Talvitie         TEX   LW   C    21   5'11    198     53   50   120  74   76   73   70   67   49   76   72   75   61   56   54   73   74   74   62   68
Kasper Björkqvist     WIL   LW   RW   23   6'1     198     54   50   120  54   53   72   62   71   67   68   74   78   69   51   70   66   76   59   66   67
Samuel Salonen        WIL   LW   RW   20   6'3     198     54   50   120  68   59   59   71   57   63   65   74   76   70   52   58   56   79   62   63   66
Eetu Luostarinen      CHA   LW   C    22   6'3     178     55   50   120  52   49   64   59   63   59   75   76   85   61   52   71   36   79   55   60   66
Otto Somppi           ROC   LW   C    23   6'1     178     56   50   120  55   54   77   55   63   56   68   71   78   75   44   61   70   74   62   58   65
Aimo Pellonpaa        STO   LW   C    20   6'4     207     52   50   120  58   77   77   64   63   50   76   53   75   64   55   55   40   78   70   59   65
Julius Vahatalo       UFA   LW   C    25   6'5     191     53   50   120  53   52   73   46   63   46   68   71   82   56   54   69   43   84   59   51   63
Jarno Kärki           TEX   LW   RW   26   6'4     203     57   50   120  58   57   60   55   59   53   58   67   82   60   54   60   47   78   58   55   63
Sampo Ranta           WIL   LW   RW   20   6'2     192     55   50   120  62   60   55   59   66   55   64   50   82   40   59   64   40   94   59   60   62
Kuisma Toikka         Draf  LW   C    17   6'2     215     52   50   120  46   76   64   45   47   50   64   64   91   34   66   68   12   82   62   47   62
Petrus Palmu          UTI   LW   RW   23   5'6     169     53   50   120  51   51   70   60   51   40   55   64   80   64   54   51   74   71   57   50   60
Keijo Sulkunen        Juni  LW   RW   19   6'5     206     59   50   120  56   52   53   48   49   50   69   60   71   39   67   67   64   70   53   49   60
Arttu Tuomaala        Juni  LW   -    19   5'10    168     51   50   120  58   51   49   40   37   35   55   66   85   50   55   59   18   72   52   37   57
Teuvo Jutila          Draf  LW   C    20   6'0     205     52   50   120  46   53   59   38   40   38   58   40   85   31   59   56   11   81   52   38   55
Jyrki Ilonen          Draf  LW   C    26   6'3     217     53   50   120  56   47   56   29   30   34   60   57   85   34   55   53   10   77   53   31   54
Pasi Hakkarainen      Draf  LW   C    17   6'3     229     53   50   120  49   45   52   32   36   34   59   52   74   30   57   54   10   84   48   34   53
Vesa Lind             Draf  LW   C    18   6'1     204     53   50   120  27   26   38   26   21   27   43   33   74   32   34   35   10   63   30   24   42
Tuukka Rask           DET   G    -    33   6'2     185     59   50   120  79   80   79   81   81   79   79   64   76   76   72   79   34   74   79   80   76
Ville Husso           STL   G    -    25   6'3     205     56   50   120  77   78   77   77   77   77   78   78   78   78   63   73   40   77   77   77   75
Juuse Saros           NAS   G    -    25   5'11    180     56   50   120  77   77   77   76   77   77   76   77   73   77   66   75   31   84   77   76   75
Joonas Korpisalo      CBS   G    -    26   6'3     190     57   50   120  79   79   78   78   78   78   79   78   72   78   63   66   40   74   78   78   75
Antti Raanta          NYR   G    -    31   6'0     193     58   50   120  80   79   78   78   79   78   78   59   77   78   65   73   35   80   79   78   75
Kari Lehtonen         UFA   G    -    37   6'4     210     55   50   120  75   74   75   75   75   75   74   63   78   74   66   67   31   45   74   75   73
Antti Niemi           UFA   G    -    37   6'2     210     55   50   120  72   73   75   76   75   73   77   61   79   71   67   65   33   74   73   74   72
Pekka Rinne           NAS   G    -    38   6'5     217     54   50   120  63   75   66   74   65   71   72   77   68   78   74   63   27   45   68   70   71
Mikko Koskinen        UFA   G    -    32   6'6     205     53   50   120  71   70   72   72   70   72   72   70   78   71   66   66   25   85   71   71   71
Kasimir Kaskisuo      TOM   G    -    27   6'3     194     52   50   120  73   74   74   73   74   72   72   75   78   55   60   68   40   77   73   73   71
Karri Rämö            UFA   G    -    34   6'2     206     53   50   120  71   73   73   71   72   73   73   60   75   71   64   67   31   79   72   72   71
Ukko-Pekka Luukkonen  BUF   G    -    21   6'4     196     58   50   120  69   70   68   68   68   70   69   69   76   69   54   62   40   76   69   68   69
Christopher Gibson    UFA   G    -    28   6'1     188     51   50   120  71   72   72   72   72   71   72   51   79   66   61   68   40   78   71   71   69
Jussi Rynnas          UFA   G    -    33   6'5     205     53   50   120  71   72   71   70   72   69   72   48   75   70   58   57   30   79   71   70   68
Joni Ortio            UFA   G    -    29   6'1     185     52   50   120  67   68   68   67   69   68   67   54   78   63   60   64   30   73   67   68   67
Rasmus Tirronen       UFA   G    -    30   6'3     209     52   50   120  65   61   64   59   65   65   62   76   76   65   58   55   23   83   63   63   66
Harri Sateri          UFA   G    -    31   6'1     205     53   50   120  68   70   67   67   66   68   66   57   74   60   55   51   38   85   68   67   66
Sami Aittokallio      UFA   G    -    28   6'1     185     52   50   120  65   66   65   65   66   64   63   51   75   60   55   55   28   84   65   65   64
Justus Annunen        RKF   G    -    20   6'4     217     57   50   120  57   57   57   57   57   58   65   67   75   53   49   61   40   72   57   57   62
Eetu Laurikainen      UFA   G    -    27   6'0     185     52   50   120  60   62   60   61   60   62   59   57   70   63   52   50   22   84   60   61   62
Kaapo Kahkonen        Juni  G    -    24   6'2     222     57   50   120  53   57   56   55   57   56   54   52   75   52   52   52   40   84   55   56   59
Eetu Makiniemi        Juni  G    -    21   6'3     176     57   50   120  61   54   58   52   60   57   53   38   75   60   46   47   34   78   57   56   59
Santeri Anttila       Juni  G    -    20   5'11    163     58   50   120  49   52   59   55   55   39   59   58   70   43   60   39   18   53   53   49   57
Veini Vehvilainen     Draf  G    -    23   6'1     183     57   50   120  51   49   53   49   46   53   52   38   76   50   49   44   42   85   51   49   55
Markus Ruusu          Juni  G    -    23   6'2     175     56   50   120  50   48   47   46   48   47   48   36   74   48   49   54   24   72   48   47   54
Tomi Ikonen           Draf  G    -    17   5'7     136     58   50   120  58   58   56   40   41   23   59   57   79   30   56   20   11   59   57   34   53
Rasmus Ristolainen    BUF   D    -    26   6'3     207     58   50   120  80   79   81   82   81   80   84   84   85   50   67   83   80   78   80   81   77
Olli Määttä           EDM   D    -    26   6'2     206     54   50   120  72   75   81   82   82   79   83   86   85   73   66   76   69   85   76   81   77
Miro Heiskanen        DAL   D    -    21   6'0     170     58   50   120  75   77   76   78   80   78   79   80   95   80   57   71   89   74   76   78   76
Ville Pokka           PIT   D    -    26   6'0     214     58   50   120  74   75   75   78   75   71   78   71   88   65   58   78   44   82   74   74   74
Vili Saarijarvi       MIN   D    -    23   5'10    182     58   50   120  79   79   79   79   73   55   78   79   83   67   61   78   79   83   79   69   74
Juuso Valimaki        CAL   D    -    22   6'2     204     58   50   120  71   71   78   79   78   79   78   78   78   84   52   64   61   76   73   78   74
Henri Jokiharju       SJS   D    -    21   6'0     180     58   50   120  73   75   75   78   78   71   78   78   80   80   55   50   72   79   74   75   73
Esa Lindell           CHI   D    -    26   6'3     210     58   50   120  67   55   71   80   75   79   77   78   80   80   61   78   59   82   64   78   73
Sami Vatanen          BUF   D    -    29   5'10    183     58   50   120  76   79   78   75   75   72   78   50   82   64   66   68   41   85   77   74   72
Markus Nutivaara      CBS   D    -    26   6'1     186     56   50   120  54   54   71   76   76   70   75   78   90   73   64   76   68   81   59   74   72
Alex Lintuniemi       OTT   D    -    25   6'3     231     56   50   120  54   83   58   68   76   77   76   68   82   77   61   76   84   79   65   73   72
Urho Vaakanainen      BOS   D    -    22   6'1     185     55   50   120  68   68   71   76   75   68   79   76   68   76   52   74   71   79   69   73   71
Sami Niku             MAN   D    -    24   6'1     176     58   50   120  54   54   61   74   75   70   77   76   81   75   65   78   74   76   56   73   71
Olli Juolevi          NYI   D    -    22   6'2     182     55   50   120  77   76   77   78   78   77   75   75   71   38   52   68   76   82   76   77   71
Valtteri Kemiläinen   UFA   D    -    29   6'0     190     58   50   120  69   68   70   78   75   71   72   63   80   58   62   69   40   85   69   74   70
Otso Rantakari        CLE   D    -    27   6'0     183     58   50   120  56   55   68   78   78   71   78   72   80   68   60   67   66   72   59   75   70
Julius Honka          TEX   D    -    25   5'11    185     58   50   120  55   72   50   75   76   55   77   75   75   76   59   75   68   79   59   68   69
Sami Lepistö          UFA   D    -    36   6'1     195     58   50   120  68   67   73   71   68   59   69   74   77   49   65   57   25   79   69   66   68
Joonas Lyytinen       LAV   D    -    25   6'0     154     58   50   120  55   55   56   75   72   71   63   76   72   75   56   66   48   84   55   72   68
Eemeli Rasanen        TOM   D    -    21   6'7     208     53   50   120  65   51   61   72   73   73   72   74   79   73   49   64   70   76   59   72   68
Tarmo Reunanen        HAR   D    -    22   6'0     178     58   50   120  53   48   67   60   61   63   75   70   80   76   56   69   55   78   56   61   67
Robin Salo            BRG   D    -    22   6'1     187     58   50   120  40   53   54   69   69   70   61   78   82   70   58   78   75   70   49   69   67
Juuso Hietanen        UFA   D    -    35   5'10    187     58   50   120  65   61   64   70   71   65   75   55   89   51   55   58   21   79   63   68   67
Jesse Virtanen        UFA   D    -    29   5'11    185     58   50   120  68   71   72   69   68   60   74   67   79   48   57   58   29   77   70   65   67
Tommi Taimi           UFA   D    -    30   5'11    190     58   50   120  62   68   71   65   67   61   72   58   75   48   58   62   36   79   67   64   66
Mikko Kokkonen        Juni  D    -    20   6'0     198     58   50   120  66   51   64   72   73   71   71   66   80   63   51   45   46   76   60   72   66
Atte Ohtamaa          UFA   D    -    33   6'2     203     56   50   120  37   39   49   75   75   74   74   87   72   52   65   71   30   82   41   74   66
Anttoni Honka         WIL   D    -    20   5'10    170     58   50   120  58   56   67   75   70   55   62   68   92   56   53   56   64   63   60   66   66
Ville Heinola         IOW   D    -    19   5'11    174     57   50   120  58   58   57   73   68   63   75   75   81   63   46   41   54   67   57   68   65
Teemu Eronen          UFA   D    -    30   5'10    181     58   50   120  57   56   72   63   65   56   73   76   75   50   57   53   30   75   61   61   65
Niclas Almari         WIL   D    -    22   6'2     172     58   50   120  44   53   58   69   70   62   68   67   80   62   52   69   45   83   51   67   65
Jyrki Jokipakka       UFA   D    -    29   6'3     215     56   50   120  40   42   45   78   70   70   70   71   80   50   61   76   39   81   42   72   65
Petteri Lindbohm      UFA   D    -    27   6'3     198     56   50   120  39   39   47   70   71   69   74   91   61   44   63   76   46   79   41   70   64
Petri Piironen        Draf  D    -    20   6'2     210     56   50   120  41   44   51   64   63   63   65   82   90   41   67   69   52   93   45   63   64
Joni Tuulola          RKF   D    -    25   6'3     180     58   50   120  51   51   54   68   64   54   65   78   81   48   55   72   29   82   52   62   64
Jesper Mattila        MIL   D    -    23   5'10    170     55   50   120  44   58   51   69   69   54   59   71   81   72   52   58   61   67   51   64   64
Ville Rasanen         UFA   D    -    22   6'2     167     58   50   120  50   47   49   54   57   67   68   70   78   67   51   69   55   76   48   59   63
Roope Laavainen       RKF   D    -    22   6'2     200     58   50   120  47   51   48   68   67   55   63   68   71   70   49   69   43   71   48   63   63
Kristian Nakyva       UFA   D    -    30   6'0     198     58   50   120  59   59   65   66   68   61   72   44   75   46   58   58   37   85   61   65   63
Oskari Laaksonen      ROC   D    -    21   6'2     165     58   50   120  50   47   49   68   61   58   67   63   84   58   50   54   44   70   48   62   62
Markus Niemeläinen    Juni  D    -    22   6'5     198     57   50   120  55   53   52   59   65   67   59   60   79   53   51   52   46   78   53   63   62
Kasper Kotkansalo     GRD   D    -    22   6'2     198     58   50   120  47   47   58   67   67   62   57   67   67   61   51   62   45   79   50   65   62
Joonas Jarvinen       UFA   D    -    31   6'3     212     54   50   120  40   42   45   69   73   71   72   82   50   47   57   65   47   80   42   71   62
Ilari Melart          UFA   D    -    31   6'4     229     57   50   120  34   33   33   73   69   74   66   94   55   52   58   72   61   78   33   72   62
Toni Utunen           Juni  D    -    20   5'11    169     58   50   120  51   61   62   58   63   48   67   57   73   56   53   38   31   79   58   56   61
Niko Mikkola          UFA   D    -    24   6'4     185     54   50   120  49   41   40   65   69   61   62   55   70   57   49   60   41   77   43   65   60
Mikko Lehtonen        UFA   D    -    27   6'0     181     58   50   120  54   53   57   51   50   45   56   66   89   54   55   51   30   81   54   48   60
Kalle Kalsi           Draf  D    -    17   6'0     206     58   50   120  55   53   54   56   53   54   68   66   74   23   68   60   11   64   54   54   60
Atte Makinen          SPR   D    -    25   6'3     206     51   50   120  40   40   40   70   65   68   55   55   79   63   56   51   39   80   40   67   60
Teemu Kivihalme       UFA   D    -    25   5'11    161     58   50   120  50   56   53   53   56   48   56   67   75   49   52   50   42   72   53   52   59
Santeri Saari         UFA   D    -    26   6'3     206     51   50   120  41   45   52   59   61   54   59   72   72   45   52   53   39   84   46   58   59
Jarkko Parikka        ROC   D    -    23   6'0     194     58   50   120  48   47   47   50   50   60   50   61   78   75   53   50   76   77   47   53   59
Christoffer Sedoff    Juni  D    -    18   5'11    159     56   50   120  51   55   52   68   64   44   60   67   73   35   65   26   59   76   52   58   59
Veeti Vainio          Juni  D    -    23   6'2     181     55   50   120  46   49   57   60   58   53   64   45   67   50   55   52   38   79   50   57   58
Saku Vesterinen       Draf  D    -    21   6'0     183     51   50   120  52   52   57   59   52   50   55   57   81   56   50   40   38   77   53   53   58
Eetu Sopanen          HER   D    -    24   6'5     222     51   50   120  43   42   40   54   61   60   55   65   74   57   50   54   41   84   41   58   58
Antti Palojarvi       Juni  D    -    22   6'1     176     51   50   120  46   42   52   59   59   60   65   47   73   54   49   45   43   77   46   59   58
Jani Hakanpaa         UFA   D    -    28   6'5     218     57   50   120  36   36   33   68   35   68   63   51   75   49   56   66   49   79   35   57   57
Ville Järvinen        Draf  D    -    24   6'4     209     51   50   120  50   46   53   54   52   49   54   67   65   45   50   45   32   75   49   51   56
Nuutti Elonen         Draf  D    -    19   6'1     168     51   50   120  46   56   43   53   56   51   57   55   71   44   44   47   27   64   48   53   56
Miro Karjalainen      Juni  D    -    24   6'7     225     57   50   120  32   34   37   59   54   60   52   71   62   49   52   65   54   85   34   57   56
Väinö Sihvonen        Draf  D    -    20   6'4     227     57   50   120  33   34   31   56   59   67   57   51   65   33   61   59   59   74   32   60   55
Väinö Kuusi           Draf  D    -    18   6'5     222     57   50   120  31   26   25   57   57   59   61   57   72   33   62   62   56   68   27   57   55
Tapio Hartonen        Draf  D    -    21   6'0     177     58   50   120  39   35   52   52   62   59   60   45   83   27   51   45   20   87   42   57   55
Pirkka Saarinen       Draf  D    -    17   6'5     209     58   50   120  46   34   41   55   54   53   51   55   76   23   57   56   12   52   40   54   55
Auvo Louramo          Draf  D    -    17   6'2     221     56   50   120  23   32   33   68   63   61   60   59   65   27   58   50   38   74   29   64   55
Otto Leskinen         Draf  D    -    23   5'11    168     58   50   120  47   49   48   48   46   43   53   51   70   48   50   39   34   72   48   45   54
Jouko Rintanen        Draf  D    -    18   6'0     185     58   50   120  33   35   42   58   59   52   50   51   65   30   59   50   15   84   36   56   54
Mikko Koistinen       Draf  D    -    17   6'2     199     57   50   120  24   23   21   56   56   61   54   62   86   36   50   51   52   59   22   57   53
Jouni Hirvonen        Draf  D    -    17   5'9     166     58   50   120  48   40   46   47   39   43   63   62   60   30   60   42   11   60   44   43   53
Kari Karila           Draf  D    -    17   5'11    167     58   50   120  44   33   31   53   52   46   57   54   64   21   55   36   11   78   36   50   51
Hiski Hakkarainen     Draf  D    -    17   6'5     221     57   50   120  27   20   21   56   58   64   63   49   59   20   50   59   42   70   22   59   51
Esko Makkonen         Draf  D    -    22   5'11    176     56   50   120  20   24   33   67   65   47   51   61   60   31   55   39   30   71   25   59   51
Joel Connell          Draf  D    -    20   6'1     204     50   50   120  36   35   34   38   38   49   36   25   10   36   36   53   62   76   35   41   43
Aleksander Barkov     FLA   C    LW   25   6'3     213     58   50   120  80   81   83   78   81   78   85   84   76   90   62   79   65   82   81   79   79
Kalle Kossila         UFA   C    LW   27   5'10    185     58   50   120  71   76   75   74   75   60   71   88   84   89   66   74   63   79   74   69   75
Mikael Granlund       LAK   C    LW   28   5'10    186     52   50   120  75   79   82   78   75   63   81   54   81   92   64   74   59   85   78   72   74
Erik Haula            LAK   C    LW   29   6'0     193     55   50   120  77   76   75   75   75   69   75   73   81   82   67   74   34   72   76   73   74
Henrik Borgström      CBS   C    LW   23   6'3     185     56   50   120  78   78   76   73   75   69   76   76   80   77   50   66   78   79   77   72   73
Aapeli Rasanen        EDM   C    RW   22   6'0     196     55   50   120  76   75   73   72   73   69   75   78   80   75   56   75   77   72   74   71   73
Valtteri Filppula     UFA   C    LW   36   6'0     196     55   50   120  72   74   76   73   74   65   77   66   82   74   61   68   39   73   74   70   72
Miro Aaltonen         TOR   C    LW   27   6'0     176     56   50   120  72   71   76   74   76   70   75   75   75   77   55   59   77   67   73   73   72
Jesperi Kotkaniemi    OTT   C    LW   20   6'2     188     55   50   120  76   74   77   72   72   72   76   74   75   76   53   62   78   78   75   72   72
Rasmus Kupari         WPG   C    RW   20   6'1     183     52   50   120  75   76   79   69   70   65   76   77   89   76   50   47   75   77   76   68   71
Joonas Kemppainen     UFA   C    LW   32   6'3     223     55   50   120  64   63   60   72   73   65   66   94   82   76   62   63   37   73   62   70   71
Aleksi Heponiemi      FLA   C    LW   22   5'10    147     52   50   120  72   77   76   71   74   53   74   76   83   75   53   61   71   79   75   66   71
Joni Ikonen           GRD   C    LW   21   5'11    172     56   50   120  77   74   74   73   76   52   74   75   75   71   56   46   75   72   75   67   69
Julius Nattinen       UFA   C    LW   24   6'2     206     56   50   120  55   54   75   69   74   72   56   50   89   76   62   72   74   84   61   71   68
Janne Kuokkanen       UFA   C    LW   22   6'1     188     55   50   120  53   58   75   56   74   66   64   72   75   73   54   67   74   71   62   65   67
Teemu Hartikainen     UFA   C    LW   30   6'1     214     54   50   120  65   57   63   71   69   66   69   58   70   65   51   72   42   85   61   68   66
Santeri Virtanen      MAN   C    LW   21   6'2     194     54   50   120  57   60   74   56   71   45   70   74   90   59   55   69   40   73   63   57   66
Patrik Virta          HAR   C    RW   24   5'10    180     53   50   120  54   53   56   73   75   45   67   61   82   64   53   73   73   73   54   64   65
Julius Mattila        MAN   C    LW   23   5'11    169     53   50   120  52   52   75   57   70   52   73   66   92   70   49   55   46   74   59   59   65
Joonas Nattinen       UFA   C    RW   30   6'3     192     59   50   120  55   59   57   64   65   65   64   56   75   67   61   63   25   85   57   64   65
Jerry Turkulainen     UTI   C    LW   22   5'7     147     56   50   120  57   59   72   64   71   40   62   69   92   76   51   49   68   77   62   58   65
Into Lehtoranta       BNG   C    LW   20   6'1     197     53   50   120  63   74   64   50   64   52   73   72   70   57   59   54   40   65   67   55   65
Lauri Korpikoski      UFA   C    RW   34   6'1     205     55   50   120  50   52   49   67   72   61   71   62   69   67   57   59   10   79   50   66   64
Sebastian Repo        UFA   C    RW   24   6'3     189     54   50   120  53   51   61   46   60   70   54   68   65   73   50   74   75   82   55   58   63
Juuso Ikonen          UFA   C    LW   26   5'8     170     56   50   120  70   54   54   64   58   54   55   67   88   66   51   41   77   73   59   58   63
Juho Lammikko         UFA   C    RW   25   6'2     207     59   50   120  47   48   60   51   59   74   56   49   87   67   52   70   73   80   51   61   63
Teemu Lamsa           BAK   C    RW   24   6'3     200     59   50   120  49   47   48   66   51   71   50   56   84   61   47   57   76   78   48   62   61
Topi Nättinen         UFA   C    LW   26   5'10    179     55   50   120  57   53   55   57   56   50   59   60   85   54   52   43   30   79   55   54   60
Jesse Koskenkorva     Draf  C    RW   21   6'0     177     53   50   120  54   60   56   53   54   48   56   73   82   52   50   42   39   75   56   51   60
Vesa Pihlavisto       Juni  C    RW   19   6'0     173     53   50   120  49   56   52   46   41   44   62   58   89   61   64   51   21   97   52   43   59
Henrik Nikkanen       Juni  C    RW   19   6'2     182     53   50   120  56   47   49   56   55   53   74   46   61   67   56   56   14   65   50   54   59
Antti Suomela         UFA   C    LW   26   6'0     172     57   50   120  58   55   59   51   51   49   58   41   84   55   53   50   25   77   57   50   59
Sulo Karalahti        Draf  C    RW   19   6'1     177     53   50   120  56   62   60   34   33   33   55   73   67   61   63   54   10   72   59   33   58
Jarno Kyyro           Draf  C    -    20   6'1     201     53   50   120  62   57   60   35   37   33   63   54   79   62   59   52   13   95   59   35   58
Arvo Paananen         Draf  C    LW   17   5'7     151     53   50   120  53   58   53   49   46   26   66   62   90   56   65   27   11   82   54   40   58
Otso Klami            Juni  C    RW   18   6'3     213     52   50   120  44   61   51   41   42   45   48   48   91   57   59   58   16   81   52   42   57
Antti Kalapudas       UFA   C    LW   24   6'0     161     53   50   120  53   56   56   48   48   45   52   45   90   51   52   45   35   72   55   47   57
Anton Lundell         Juni  C    RW   19   6'0     165     52   50   120  60   53   55   46   46   44   63   45   72   47   64   44   20   57   56   45   57
Reima Aalto           Juni  C    RW   20   6'1     185     54   50   120  52   57   63   43   36   44   43   70   51   57   53   48   46   77   57   41   56
Oliver Suni           Juni  C    LW   18   6'0     170     53   50   120  49   55   44   35   42   41   66   47   61   61   62   54   12   69   49   39   56
